no,name,area,address,management,"localcall service",areacode
541,化成公園(兒二(頭前重劃區)),新莊區,頭成街/思源路128巷,新莊區公所,(02)29929891,65000050
542,西盛廣場,新莊區,樹新路277巷中華郵政對面,新莊區公所,(02)29929891,65000050
543,瓊林公園,新莊區,台65橋下,新莊區公所,(02)29929891,65000050
544,快樂公園,新莊區,瓊泰路103號對面,新莊區公所,(02)29929891,65000050
545,中港公園,新莊區,中平路82巷22號對面,新莊區公所,(02)29929891,65000050
546,雙鳳公園(公兒五),新莊區,雙鳳街56號旁,新莊區公所,(02)29929891,65000050
547,愛鳥公園(公22(產業專用區及其周邊地區)),新莊區,新莊區新北大道五工六路口,新莊區公所,(02)29929891,65000050
548,福智1號廣場(公23(產業專用區及其周邊地區)),新莊區,五工六路、福慧路口東北,新莊區公所,(02)29929891,65000050
549,福智公園(公24(產業專用區及其周邊地區)),新莊區,新北大道三段、五工六路口東北,新莊區公所,(02)29929891,65000050
550,福慧都會公園(公25(產業專用區及其周邊地區)),新莊區,新知三路、新知六路、新知八路、福慧路間,新莊區公所,(02)29929891,65000050
551,福聚公園(公26(產業專用區及其周邊地區)),新莊區,新知一路、新知二路口東北,新莊區公所,(02)29929891,65000050
552,福祿1號公園(公27),新莊區,新知一路、福慧路口東南,新莊區公所,(02)29929891,65000050
553,福祿2號公園(公28(產業專用區及其周邊地區)),新莊區,新知一路、福慧路口西北,新莊區公所,(02)29929891,65000050
554,福祿3號公園(公29(產業專用區及其周邊地區)),新莊區,化成路、福慧路口西北,新莊區公所,(02)29929891,65000050
555,福祿4號公園(公30(產業專用區及其周邊地區)),新莊區,化成路、福慧路口東北,新莊區公所,(02)29929891,65000050
556,福祿5號公園(公31(產業專用區及其周邊地區)),新莊區,化成路、福慧路口東南,新莊區公所,(02)29929891,65000050
557,忠孝公園,新莊區,公園,新莊區公所,(02)29929891,65000050
558,塭仔底濕地公園,新莊區,新莊區中華路二段與富貴路交叉口,新北市政府水利局,(02)29603456,65000050
559,新莊體育園區,新莊區,新北市新莊區和興街66號,新北市政府體育局,(02)29981382,65000050
560,瑞芳公園,瑞芳區,明燈路1段175號對面,瑞芳區公所,(02)24972250,65000120
561,四腳亭公園,瑞芳區,瑞竹路91號旁,瑞芳區公所,(02)24972250,65000120
562,吉慶公園,瑞芳區,中央路49巷,瑞芳區公所,(02)24972250,65000120
563,蝙蝠洞公園,瑞芳區,台2線75k旁,瑞芳區公所,(02)24972250,65000120
564,區民廣場,瑞芳區,明燈路三段25號旁,瑞芳區公所,(02)24972250,65000120
565,榮興公園,瑞芳區,台2線71.5k,瑞芳區公所,(02)24972250,65000120
566,濱二路公園,瑞芳區,濱二路71-1號旁,瑞芳區公所,(02)24972250,65000120
567,安德公園,瑞芳區,中山路266號旁,瑞芳區公所,(02)24972250,65000120
568,吉安兒童公園,瑞芳區,大埔路108-6號對面,瑞芳區公所,(02)24972250,65000120
569,龍山里休閒廣場(瑞芳都市計畫),瑞芳區,逢甲路225號斜對面,瑞芳區公所,(02)24972250,65000120
570,瑞芳區立棒球場,瑞芳區,新柑橋右側橋台附近,瑞芳區公所,(02)24972250,65000120
571,瑞芳運動公園,瑞芳區,瑞芳區員山子路、蛇子形路、明燈路一段45巷路口,瑞芳區公所,(02)24972250,65000120
572,建成公園,瑞芳區,瑞芳區中正路,瑞芳區公所,(02)24972250,65000120
573,獅子公園,萬里區,西濱公路台二線52K處,萬里區公所,(02)24922064,65000280
574,中福觀光公園,萬里區,北28線1km旁,萬里區公所,(02)24922064,65000280
575,野柳休閒公園(公3),萬里區,新北市萬里區野柳里港東路,萬里區公所,(02)24922064,65000280
576,瑪鋉公園(公兒一),萬里區,瑪鍊路60-1號對面,萬里區公所,(02)24922064,65000280
577,萬里觀光公園(公一),萬里區,中萬里加投段中幅子小段,萬里區公所,(02)24922064,65000280
578,螃蟹主題公園,萬里區,新北市萬里區龜吼里,萬里區公所,(02)24922064,65000280
579,瑪鋉運動公園,萬里區,新北市萬里區獅頭路,萬里區公所,(02)24922064,65000280
580,萬里幸福廣場,萬里區,新北市萬里區獅頭路15-8號(周邊),萬里區公所,(02)24922064,65000280
581,野柳兒童遊戲場,萬里區,新北市萬里區港東路1-5號旁,萬里區公所,(02)24922064,65000280
582,中山公園,樹林區,龍興街59巷11號前,樹林區公所,(02)26812106,65000070
583,三龍公園,樹林區,三龍街14巷20號旁,樹林區公所,(02)26812106,65000070
584,潭底公園,樹林區,保安街一段285號（樹林戶政事務所旁）,樹林區公所,(02)26812106,65000070
585,大同公園(公14),樹林區,太平路33巷8號(太平路33巷10號旁),樹林區公所,(02)26812106,65000070
586,長壽親子公園,樹林區,樹德街、復興路口,樹林區公所,(02)26812106,65000070
587,鎮前親子公園,樹林區,鎮前街東陽街口(東陽街1號旁),樹林區公所,(02)26812106,65000070
588,民生公園,樹林區,保安市場旁(保安街一段),樹林區公所,(02)26812106,65000070
589,和平親子公園,樹林區,新北市樹林區樹中街63號,樹林區公所,(02)26812106,65000070
590,山仔腳公園,樹林區,樹林地政事務所旁(地政街8巷10弄2號前),樹林區公所,(02)26812106,65000070
591,民權公園,樹林區,民權街68號旁,樹林區公所,(02)26812106,65000070
592,光華公園(公六),樹林區,保安街二段三多國中旁,樹林區公所,(02)26812106,65000070
593,兒三公園(兒二),樹林區,大成路、學成路口,樹林區公所,(02)26812106,65000070
594,萬坪公園（景觀休憩公園）,樹林區,佳園路三段、學府路口,樹林區公所,(02)26812106,65000070
595,獇寮公園,樹林區,保安街二段三多國中旁,樹林區公所,(02)26812106,65000070
596,森林公園(兒二),樹林區,大雅路學勤路口,樹林區公所,(02)26812106,65000070
597,鹿角溪公園(山佳公二),樹林區,中山路三段129-6號右側,樹林區公所,(02)26812106,65000070
598,樹林後站廣場,樹林區,後站街,樹林區公所,(02)26812106,65000070
599,山佳車站廣場,樹林區,中山路三段、佳園路一段口,樹林區公所,(02)26812106,65000070
600,中正陸橋下廣場,樹林區,千歲街中正陸橋下（中正路21-1號對面）,樹林區公所,(02)26812106,65000070
601,太元公園(廣兼停),樹林區,新北市樹林區太元街2巷,樹林區公所,(02)26812106,65000070
602,東昇公園(公兒三),樹林區,新北市樹林區育林國小旁,樹林區公所,(02)26812106,65000070
603,樹林體育園區(公21),樹林區,新北市樹林區水源街81號,樹林區公所,(02)26812106,65000070
604,山佳公兒5,樹林區,樹林區佳園路一段72巷及育德街口,樹林區公所,(02)26812106,65000070
605,公15,樹林區,樹林區四維路與國凱街交叉口,樹林區公所,(02)26812106,65000070
606,彭福公園,樹林區,新北市樹林區國凱街65號旁,樹林區公所,(02)26812106,65000070
607,育德公園,樹林區,育德街與佳園路一段72巷交叉口,樹林區公所,(02)26812106,65000070
608,彭興親子公園,樹林區,環漢路5段與東豐街口,樹林區公所,(02)26812106,65000070
609,新北市武器公園,樹林區,樹林區忠義街25號,新北市政府民政局,(02)26894924,65000070
610,雙溪公園,雙溪區,泰昌街13號,雙溪區公所,(02)24931111,65000250
611,雙溪兒童公園,雙溪區,東榮街54號(雙溪國小對面),雙溪區公所,(02)24931111,65000250
612,三貂運動公園,雙溪區,三貂里牡丹派出所旁，尪子崙坑路,雙溪區公所,(02)24931111,65000250
613,長安公園(公八),蘆洲區,長安街102號,蘆洲區公所,(02)22811484,65000140
614,永康公園(公七),蘆洲區,長安街204號,蘆洲區公所,(02)22811484,65000140
615,永平公園(公五),蘆洲區,永平街1號旁,蘆洲區公所,(02)22811484,65000140
616,九芎公園(公九),蘆洲區,九芎街與和平路121巷交叉口,蘆洲區公所,(02)22811484,65000140
617,三民公園(公四),蘆洲區,三民路611號,蘆洲區公所,(02)22811484,65000140
618,尼加拉瓜公園(公兒三),蘆洲區,集賢路269巷旁,蘆洲區公所,(02)22811484,65000140
619,三蘆公園(公兒二),蘆洲區,永安北路二段76巷底,蘆洲區公所,(02)22811484,65000140
620,永安兒童公園(公兒四),蘆洲區,永安北路2段與重陽1街交叉口,蘆洲區公所,(02)22811484,65000140
621,重陽公園(公兒一),蘆洲區,重陽街與集賢路221巷,蘆洲區公所,(02)22811484,65000140
622,柳堤公園(公十二),蘆洲區,光榮路及長榮路交叉路口,蘆洲區公所,(02)22811484,65000140
623,中原公園(公十三),蘆洲區,長興路50巷與長樂路交叉口,蘆洲區公所,(02)22811484,65000140
624,正義公園(公十四),蘆洲區,中原路13巷及20巷間,蘆洲區公所,(02)22811484,65000140
625,彩虹兒童公園(兒十),蘆洲區,光榮路120巷及光明路交叉口,蘆洲區公所,(02)22811484,65000140
626,大地兒童公園(兒十一),蘆洲區,永樂街27巷與31巷間,蘆洲區公所,(02)22811484,65000140
627,溪墘公園(公三),蘆洲區,信義路61號,蘆洲區公所,(02)22811484,65000140
628,仁愛公園(公十五),蘆洲區,水湳街76號旁,蘆洲區公所,(02)22811484,65000140
629,中路兒童公園(兒八),蘆洲區,光華路73巷26號,蘆洲區公所,(02)22811484,65000140
630,捷運公園,蘆洲區,長榮路口以南至捷運蘆洲站,蘆洲區公所,(02)22811484,65000140
631,環河公園,蘆洲區,長榮路口以北至環堤大道,蘆洲區公所,(02)22811484,65000140
632,成功廣場(廣三),蘆洲區,長安街222號,蘆洲區公所,(02)22811484,65000140
633,永平廣場(廣一),蘆洲區,永平街1號,蘆洲區公所,(02)22811484,65000140
634,仁愛廣場(人廣一),蘆洲區,水湳街76號,蘆洲區公所,(02)22811484,65000140
635,鷺江廣場(人廣二),蘆洲區,民族路33巷,蘆洲區公所,(02)22811484,65000140
636,中山廣場(人廣三),蘆洲區,中央路與中央路9巷、37巷、74巷交叉口,蘆洲區公所,(02)22811484,65000140
637,三角綠地,蘆洲區,中山一、二路交叉路口,蘆洲區公所,(02)22811484,65000140
638,蘆洲公園(公一),蘆洲區,蘆洲區三民路95號對面(蘆洲區公所對面),蘆洲區公所,(02)22811484,65000140
639,大地兒童公園(兒十一),蘆洲區,蘆洲區永樂街27巷與永樂街交叉口,蘆洲區公所,(02)22811484,65000140
640,中路公園擴建(兒八),蘆洲區,蘆洲區光華路87巷底,蘆洲區公所,(02)22811484,65000140
641,兒五樓厝公園(兒五),蘆洲區,蘆洲區民族路236巷34弄,蘆洲區公所,(02)22811484,65000140
642,九三親子公園(公十),蘆洲區,蘆洲區三民路26巷40號旁,蘆洲區公所,(02)22811484,65000140
643,兒四公園(兒四),蘆洲區,蘆洲區民族路327巷及民族路255巷交叉口,蘆洲區公所,(02)22811484,65000140
644,兒九公園(兒九),蘆洲區,蘆洲區信義路與民生街交叉口,蘆洲區公所,(02)22811484,65000140
645,兒一環保公園(兒一),蘆洲區,蘆洲區仁愛街77巷底,蘆洲區公所,(02)22811484,65000140
646,公五公園(公兒五),蘆洲區,蘆洲區復興路258巷及民族路236巷交界處,蘆洲區公所,(02)22811484,65000140
647,三號公園(公三),鶯歌區,建國路與育英街口,鶯歌區公所,(02)26780202,65000080
648,北鶯公園,鶯歌區,成功街20巷內,鶯歌區公所,(02)26780202,65000080
649,鳳鳴公園,鶯歌區,鳳鳴街(鳳鳴國小旁),鶯歌區公所,(02)26780202,65000080
650,地標公園(公七),鶯歌區,永明街與國華路口,鶯歌區公所,(02)26780202,65000080
651,尖山公園,鶯歌區,尖山路137巷內,鶯歌區公所,(02)26780202,65000080
652,西鶯公園,鶯歌區,中山路198號加油站後方,鶯歌區公所,(02)26780202,65000080
653,尖二公園(公兒二),鶯歌區,尖山路166巷旁,鶯歌區公所,(02)26780202,65000080
654,永吉公園(鳳鳴公二),鶯歌區,新北市鶯歌區鶯桃路296巷,鶯歌區公所,(02)26780202,65000080
655,昌福公園(公兒一),鶯歌區,新北市鶯歌區鶯桃路182巷96弄,鶯歌區公所,(02)26780202,65000080
656,公兒五公園(公兒五),鶯歌區,新北市鶯歌區公園街11號,鶯歌區公所,(02)26780202,65000080
657,鳳祥公園(鳳鳴公兒三),鶯歌區,新北市鶯歌區鶯桃路413巷,鶯歌區公所,(02)26780202,65000080
658,鳳福公園(鳳鳴細兒一),鶯歌區,新北市鶯歌區鳳福路及鳳鳴路交叉口（鳳福市民活動中心旁）,鶯歌區公所,(02)26780202,65000080
659,尖福公園(公兒四),鶯歌區,新北市鶯歌區高職東街19巷,鶯歌區公所,(02)26780202,65000080
660,鶯歌國民運動中心,鶯歌區,鶯歌區館前路250號,新北市政府體育局,(02)26780202,65000080
661,十分瀑布公園,平溪區,新北市平溪區南山里乾坑10號,新北市政府觀光旅遊局,(02)24958409,65000240
662,十分公園,平溪區,新北市平溪區十分街66巷1號,平溪區公所,(02)24951510,65000240
