district,rps01,rps02,rps03,rps04,rps05,rps06,rps07,rps08,rps09,rps10,rps11,rps12,rps13,rps14,rps15,rps16,rps17,rps18,rps19,rps20,rps21,rps22,rps23,rps24,rps25,rps26,rps27,rps28,rps29,rps30,rps31
中和區,房地(土地+建物)+車位,新北市中和區景平路５２２之６號十五樓,22.77,住,,,1120421,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1110429,232.87,4,2,4,有,有,48650000,236138,坡道平面,37.01,2400000,,RPSOMLQKNHIGFHF09EA,119.57,1.9,13.08,有
中和區,房地(土地+建物),新北市中和區中正路３０２號三樓,9.14,住,,,1120428,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970129,74.72,2,2,1,有,有,12380000,165685,,0,0,陽台外推；,RPPNMLSKNHIGFHF88EA,40.64,1.07,7.4,有
中和區,房地(土地+建物),新北市中和區中正路５８８號,19.44,住,,,1120414,土地1建物1車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,741008,81.91,1,1,1,有,無,16300000,198999,,0,0,其他增建；,RPTOMLSKNHIGFHF76EA,76.21,5.7,0,無
中和區,房地(土地+建物)+車位,新北市中和區中正路６７９號十九樓之四,9.58,住,,,1120417,土地1建物1車位1,十九層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,871027,144.75,3,2,2,有,有,16800000,126936,坡道平面,26.58,1800000,陽台外推；其他增建；,RPUOMLSKNHIGFHF86EA,75.89,0,12.61,有
中和區,房地(土地+建物),新北市中和區景平路２６８號十一樓之十五,4.13,住,,,1120322,土地1建物1車位0,十一層,三十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,890529,55.95,1,1,1,有,有,9500000,169794,,0,0,,RPQNMLRLMHIGFHF78DA,42.29,0,0,有
中和區,房地(土地+建物)+車位,新北市中和區忠孝街２巷８之５號八樓,19.52,住,,,1120331,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,990713,180.85,3,2,2,有,有,25200000,149381,坡道平面,28.89,2500000,陽台外推；其他增建；,RPWPMLOJNHIGFHF56DA,90.57,6.06,9.87,有
中和區,房地(土地+建物),新北市中和區復興路３２７巷４號二樓,32.6,住,,,1120331,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730815,90.26,3,2,2,有,無,11000000,121870,,0,0,,RPTNMLKKNHIGFHF38DA,77.9,0,12.36,無
中和區,房地(土地+建物),新北市中和區景新街４１０巷１８之３號三樓,18.61,商,,,1120314,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,721111,82.51,3,2,1,有,無,9400000,113926,,0,0,陽台外推；,RPPNMLTJNHIGFHF88EA,78.86,0,3.65,無
中和區,房地(土地+建物),新北市中和區中和路３２４巷２０號三樓,27.4,住,,,1120313,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730806,91.36,2,2,2,有,無,13850000,151598,,0,0,陽台外推；,RPQOMLKKNHIGFHF18DA,79.87,0,11.49,無
中和區,房地(土地+建物),新北市中和區中山路三段１３６巷３５號十三樓,15.85,工,,,1120322,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,970930,124.61,3,2,2,有,有,17300000,138833,,0,0,陽台外推；,RPRNMLQJNHIGFHF68DA,79.93,0,8.48,有
中和區,房地(土地+建物)+車位,新北市中和區自立路３２之１號,37.61,住,,,1120330,土地1建物1車位2,一層,八層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,870624,179.82,0,1,1,有,有,30800000,246596,坡道平面,71.14,4000000,,RPQNMLTLMHIGFHF98DA,59.46,0,6.75,有
中和區,房地(土地+建物),新北市中和區圓通路２０號二樓,19.48,住,,,1120326,土地2建物1車位0,二層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,681120,79.75,2,2,1,有,無,10700000,134169,,0,0,其他增建；,RPXNMLLKMHIGFHF78DA,79.75,0,0,無
中和區,房地(土地+建物)+車位,新北市中和區景平路２００號九樓之三,9.35,都市：其他:住宅區,,,1120315,土地4建物1車位1,九層,四十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,861104,185.5,4,2,2,有,有,24250000,145226,坡道平面,32.29,2000000,,RPUNMLPKLHIGFHF78DA,138.97,1.16,10.83,有
中和區,房地(土地+建物),新北市中和區民德路８巷１４號三樓,27.2,住,,,1120329,土地1建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680515,82.69,3,2,1,有,無,11120000,134478,,0,0,,RPVNMLMKMHIGFHF68DA,82.69,0,0,無
中和區,房地(土地+建物),新北市中和區捷運路５８之１２號十一樓,8.3,,,,1120317,土地1建物1車位0,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造,1000415,43.86,1,1,1,有,有,8500000,193798,,0,0,陽台外推；,RPPQMLQJMHIGFHF68DA,21.75,0,5.27,有
中和區,房地(土地+建物),新北市中和區中山路二段２２８號十五樓之九,10.3,商,,,1120329,土地3建物1車位0,十五層,十九層,住宅大樓(11層含以上有電梯),辦公用,Ｒ．Ｃ造,871120,94.31,3,1,2,有,有,16100000,170732,,0,0,夾層；其他增建；,RPROMLLLMHIGFHF38DA,56.3,0,6.96,有
中和區,土地,莊敬段514地號,14.29,都市：其他:河道用地,,,1120307,土地4建物0車位0,,,其他,,,,0,0,0,0,無,無,1240000,86774,,0,0,包含公共設施保留地用地；,RPPPMLKKNHIGFHF18DA,0,0,0,無
中和區,房地(土地+建物),新北市中和區圓通路２５２巷３６弄１４號,31.49,住,,,1120330,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,731027,89.04,0,0,0,無,無,12000000,134771,,0,0,,RPPNMLPJNHIGFHF48EA,70.74,10.07,0,無
中和區,房地(土地+建物),新北市中和區連城路９９巷１號八樓之三,11.03,住,,,1120326,土地1建物1車位0,八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880114,93.57,2,2,2,有,有,15000000,160308,,0,0,陽台外推；其他增建；,RPSQMLLKNHIGFHF68DA,63.69,2.03,5.35,有
中和區,房地(土地+建物),新北市中和區景新街１６８之２號四樓,30.78,住,,,1120320,土地3建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,711230,128.04,8,0,8,有,無,13600000,106217,,0,0,其他增建；,RPVOMLMKNHIGFHF88DA,123.18,0,4.86,無
中和區,房地(土地+建物),新北市中和區自立路３６之１６號二樓,19.54,住,,,1120320,土地1建物1車位0,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,870624,104.75,3,2,2,有,有,17880000,170692,,0,0,其他增建；,RPQOMLTJNHIGFHF98DA,75.67,1.41,9.9,有
中和區,房地(土地+建物),新北市中和區員山路１２４巷２１號四樓,20.41,住,,,1120312,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661201,71.28,3,2,1,有,無,3300000,46296,,0,0,頂樓加蓋格局：2房1廳1衛親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPPNMLKKNHIGFHF97DA,71.28,0,0,無
中和區,房地(土地+建物),新北市中和區成功路１２９號六樓,5.59,住,,,1120319,土地1建物1車位0,六層,三十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,860322,90.08,2,2,1,有,有,13660000,151643,,0,0,陽台外推；其他增建；,RPTPMLPLMHIGFHF09DA,56.24,0,9.67,有
中和區,房地(土地+建物)+車位,新北市中和區橋和路１６０巷２１號五樓,15.31,住,,,1120328,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,871230,154.99,3,2,2,有,有,19780000,125167,坡道平面,12.94,2000000,陽台外推；其他增建；,RPRNMLKKMHIGFHF08DA,77.21,1.13,9.62,有
中和區,房地(土地+建物)+車位,新北市中和區連城路９９巷７號七樓之二,13.55,住,,,1120322,土地1建物1車位1,七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880114,128.28,3,2,2,有,有,18800000,159080,坡道機械,19.53,1500000,陽台外推；其他增建；,RPRNMLPJMHIGFHF48DA,68.79,2.9,10.41,有
中和區,房地(土地+建物),新北市中和區景新街４６７巷２０弄７之３號五樓,36.59,住,,,1120321,土地1建物1車位0,五層，夾層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,771104,151.51,4,3,3,有,有,14900000,98343,,0,0,陽台外推；其他增建；,RPPOMLKLMHIGFHF08DA,126.94,1.15,23.42,無
中和區,房地(土地+建物)+車位,新北市中和區中原三街３號十二樓,18.63,住,,,1120330,土地1建物1車位1,十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1091202,120.42,2,2,1,有,有,19000000,157781,坡道平面,31.63,0,,RPUNMLNJNHIGFHF68DA,51.51,3.11,4.17,有
中和區,房地(土地+建物),新北市中和區中山路二段３０３號六樓之七,5.39,工,,,1120319,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),商辦用,鋼筋混凝土造,970114,49.33,0,1,1,有,有,8880000,180012,,0,0,,RPWOMLSJNHIGFHF86DA,27,0,5.7,有
中和區,房地(土地+建物),新北市中和區秀朗路三段１７５巷１６號八樓之二,6.84,,,,1120327,土地7建物1車位0,八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850108,64.52,2,2,1,有,有,10800000,167390,,0,0,,RPQPMLMKNHIGFHF48DA,50.97,0,7.21,有
中和區,房地(土地+建物),新北市中和區景平路２２１巷５號二樓,33.87,住,,,1120331,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,800507,119.68,4,2,2,有,無,15380000,128509,,0,0,其他增建；,RPVOMLLLMHIGFHF78DA,101.47,2.44,10.51,無
中和區,房地(土地+建物),新北市中和區中山路三段１３６巷９３號十五樓,3.85,工,,,1120328,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,970930,35.95,1,1,1,有,有,5530000,153825,,0,0,陽台外推；,RPQOMLPJNHIGFHF58DA,18.9,0,3.15,有
中和區,房地(土地+建物),新北市中和區泰和街３８巷３４號,24.41,住,,,1120311,土地1建物1車位0,一層，平台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690111,85.6,2,1,1,有,無,13000000,151869,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOPMLQKNHIGFHF68DA,85.6,0,0,無
中和區,房地(土地+建物)+車位,新北市中和區景新街３３７之９號十六樓,4.29,商,,,1120327,土地1建物1車位1,十六層,三十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1110224,82.2,2,2,1,有,有,16050000,195255,坡道平面,23.5,0,陽台外推；,RPQNMLQKNHIGFHF78EA,31.7,2.01,5.63,有
中和區,房地(土地+建物),新北市中和區連城路２４９巷２６弄２號三樓,42.71,住,,,1120214,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680718,102.91,3,2,1,有,無,10000000,97172,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVOMLSLLHIGFHF76DA,102.91,0,0,無
中和區,房地(土地+建物),新北市中和區南山路２３６巷３４之９號五樓,10.04,住,,,1120223,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730629,34.47,3,2,2,有,無,3890000,112852,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUOMLTLLHIGFHF76DA,30.7,0,3.77,無
中和區,房地(土地+建物),新北市中和區光華街３１巷２２弄１６號七樓,10.19,住,,,1120214,土地1建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,970520,65.72,2,2,1,有,有,11300000,171942,,0,0,,RPWNMLTJNHIGFHF86DA,48.01,0,3.36,有
中和區,房地(土地+建物),新北市中和區莒光路２２號四樓,22.12,住,,,1120219,土地1建物1車位0,四層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,671130,82.34,3,2,2,有,無,9800000,119019,,0,0,陽台外推；,RPPNMLPLMHIGFHF48DA,82.34,0,0,無
中和區,房地(土地+建物)+車位,新北市中和區中正路２７７之３號十三樓,10.8,住,,,1120212,土地2建物1車位1,十三層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831115,169.4,1,2,2,有,有,16600000,97993,坡道平面,0,0,陽台外推；,RPPOMLOLMHIGFHF48DA,98.16,0,11.17,有
中和區,房地(土地+建物)+車位,新北市中和區捷運路９３號二樓,20.36,都市：其他:道路用地,,,1120209,土地3建物1車位1,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,861006,197.72,3,2,2,有,有,30000000,151730,坡道平面,40.75,0,親友、員工、共有人或其他特殊關係間之交易；,RPTQMLTJKHIGFHF56DA,105.02,5.5,17.85,有
中和區,房地(土地+建物),新北市中和區民享街５４巷２號四樓,30.53,住,,,1120218,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,Ｒ．Ｃ造,641106,90.9,5,0,5,有,無,11050000,121562,,0,0,格局變更陽台外推；頂樓加蓋；其他增建；,RPQOMLSJNHIGFHF88DA,75.1,0,15.8,無
中和區,房地(土地+建物)+車位,新北市中和區中山路三段１１８之１０號之１２,83.97,工,,,1120220,土地1建物1車位2,全,四層,透天厝,辦公用,鋼筋混凝土造,971225,286.03,4,2,2,有,有,35500000,124113,坡道平面,0,4000000,陽台外推；其他增建；,RPUNMLRJMHIGFHF98DA,198.66,14.1,29.9,無
中和區,房地(土地+建物)+車位,新北市中和區中原二街１８號十二樓,99.52,住,,,1120131,土地1建物1車位2,十二層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造,1060531,521.19,0,0,4,有,有,90680000,190370,坡道平面,73.22,5400000,,RPVOMLMJNHIGFHF78DA,262.21,0,28.84,有
中和區,房地(土地+建物),新北市中和區圓通路２５２巷５弄３８號四樓,35.07,住,,,1111203,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,760728,115.11,4,2,2,有,無,10000000,86873,,0,0,二親等買賣,RPSRMLMKKIHGFHF58DA,101.21,0.88,13.02,無
中和區,房地(土地+建物)+車位,新北市中和區連城路６８之３號四樓,17.21,住,,,1090607,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1110914,171.3,3,2,2,有,有,20700000,142052,坡道平面,41.77,2300000,預售屋、或土地及建物分件登記案件；,RPQNMLMKNHIGFHF28DA,73.14,10.53,4.47,有
中和區,房地(土地+建物),新北市中和區景平路２３９巷１６之１號十四樓,8.81,住,,,1081123,土地3建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造、鋼筋混凝土構造,1111216,61.91,1,2,1,有,有,8270000,133581,,0,0,預售屋、或土地及建物分件登記案件；,RPPNMLSJNHIGFHF68DA,33.32,2.43,3.99,有
中和區,土地,國道段455地號,126.41,都市：其他:墓地,,,1120508,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,1000000,7911,,0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；預售屋、或土地及建物分件登記案件；,RPTNMLRKNHIGFHF09DA,0,0,0,無
中和區,土地,國道段455地號,126.41,都市：其他:墓地,,,1120508,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,1000000,7911,,0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；預售屋、或土地及建物分件登記案件；,SPTNMLRKNHIGFHF56DA,0,0,0,無
中和區,土地,國道段455地號,126.41,都市：其他:墓地,,,1120508,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,1000000,7911,,0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；預售屋、或土地及建物分件登記案件；,TPTNMLRKNHIGFHF66DA,0,0,0,無
中和區,房地(土地+建物),新北市中和區景新街３３５之９號二十一樓,4.63,商,,,1120501,土地1建物1車位0,二十一層,三十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1110224,66.5,2,1,1,有,有,13680000,205714,,0,0,土地總價：新台幣5831000元整。建物總價：新台幣7849000元整。,RPWOMLSKNHIGFHF07EA,36.34,2.45,5.78,有
中和區,房地(土地+建物)+車位,新北市中和區南華路６７之１號,4.77,住,,,1120502,土地1建物1車位1,一層，夾層,二十三層,住宅大樓(11層含以上有電梯),商辦用,鋼筋混凝土構造,1051007,53.19,0,0,0,無,有,3285712,61773,坡道平面,8.41,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLTKNHIGFHF96DA,37.14,0,0,有
中和區,房地(土地+建物),新北市中和區民安街２２巷１４號二樓,31.17,住,,,1120502,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0650526,67.4,3,2,2,有,無,4606020,68339,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSOMLMLNHIGFHF78EA,67.4,0,0,無
中和區,土地,民利段709地號,33.73,住,,,1120517,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,6000000,177883,,0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPROMLMLNHIGFHF68EA,0,0,0,無
中和區,房地(土地+建物)+車位,新北市中和區景新街４９８號三樓之三,7.79,住,,,1120505,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860318,80.65,0,0,0,無,有,8880000,147450,坡道平面,33.99,2000000,,RPPNMLNLNHIGFHF48EA,22.72,16.19,0,有
中和區,房地(土地+建物),新北市中和區忠孝街２巷１９弄２號三樓,24.7,住,,,1120502,土地2建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681208,82.66,3,2,1,有,無,8200000,99202,,0,0,,RPUOMLNLNHIGFHF09EA,82.66,0,0,無
中和區,房地(土地+建物)+車位,新北市中和區連城路６８之１號九樓,12.08,住,,,1120515,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1110914,127.45,2,1,1,有,有,15900000,155229,坡道平面,41.77,2600000,,RPRNMLMLNHIGFHF48DA,51.17,4.01,2.93,有
中和區,土地,中安段171地號,21.52,都市：其他:道路用地,,,1120516,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,2713672,126100,,0,0,包含公共設施保留地用地；,RPXNMLMLNHIGFHF09DA,0,0,0,無
中和區,土地,員山段712地號,47.18,都市：其他:道路用地,,,1120512,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,4551926,96480,,0,0,包含公共設施保留地用地；,RPOOMLMLNHIGFHF28DA,0,0,0,無
中和區,土地,連城段881地號,16.23,都市：其他:道路用地,,,1120516,土地9建物0車位0,,,其他,,,,0,0,0,0,無,無,2021324,124542,,0,0,包含公共設施保留地用地；,RPPOMLMLNHIGFHF38DA,0,0,0,無
中和區,土地,正南段62地號,8,都市：其他:道路用地,,,1120512,土地5建物0車位0,,,其他,,,,0,0,0,0,無,無,1275120,159390,,0,0,包含公共設施保留地用地；,RPQOMLMLNHIGFHF48DA,0,0,0,無
中和區,房地(土地+建物),新北市中和區橋和路１６０巷３５號三樓,4.15,住,,,1120502,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871230,33.61,1,1,1,有,有,5200000,154670,,0,0,,RPVOMLMLNHIGFHF98DA,20.94,0,4.46,有
中和區,房地(土地+建物),新北市中和區中和路１０２號十七樓之十五,1.61,商,,,1120510,土地1建物1車位0,十七層,十八層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0820921,24.49,1,0,1,有,有,2700000,110249,,0,0,,RPPQMLMKNHIGFHF48DA,17.29,0,0,有
中和區,房地(土地+建物)+車位,新北市中和區南山路８１巷６６號六樓,28.82,住,,,1120508,土地1建物1車位1,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860814,145.58,3,2,2,有,有,7440000,51106,升降機械,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPPMLMKNHIGFHF38DA,88.3,0,9.11,有
中和區,車位,新北市中和區景平路１７０～２００號地下四層,0.09,都市：其他:住宅區,,,1120506,土地4建物1車位1,地下四層,四十一層,其他,停車空間,鋼骨鋼筋混凝土造,0861104,34.06,0,0,0,無,有,2020000,,坡道平面,34.05,2020000,僅車位交易；,RPVOMLSJNHIGFHF76DA,0,0,0,有
中和區,房地(土地+建物)+車位,新北市中和區興南路一段８５巷５９號七樓,34.26,住,,,1120503,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1020528,201.9,4,2,2,有,有,27500000,136206,坡道平面,0,2000000,,RPQPMLNLNHIGFHF68DA,115.15,0,9.88,有
中和區,房地(土地+建物),新北市中和區中和路３９０號十六樓,4,,,,1120509,土地1建物1車位0,十六層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951221,55.59,1,1,1,有,有,12400000,223062,,0,0,,RPPNMLOLNHIGFHF58EA,32.29,0,5.85,有
中和區,房地(土地+建物),新北市中和區和平街３８巷１６號二樓,26.59,住,,,1120502,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0661228,75.81,3,2,1,有,無,9000000,118718,,0,0,,RPPNMLPLNHIGFHF68EA,75.81,0,0,無
中和區,房地(土地+建物)+車位,新北市中和區連勝街９１號,42.32,住,,,1120518,土地1建物1車位1,一層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0990825,195.85,4,2,2,有,有,24711000,126173,坡道平面,0,0,政府機關標讓售；,RPQNMLPLNHIGFHF78EA,114.06,0,0,有
中和區,車位,新北市中和區連城路８９巷８號等,0.95,住,,,1120503,土地1建物1車位1,,,其他,,,,19.53,0,0,0,無,有,1250000,,坡道機械,19.53,1250000,僅車位交易；,RPOOMLOLNHIGFHF48DA,0,0,0,有
中和區,房地(土地+建物),新北市中和區捷運路８之１７號七樓,9.31,,,,1120521,土地1建物1車位0,七層,十九層,住宅大樓(11層含以上有電梯),辦公用,鋼骨鋼筋混凝土構造,1000415,51.82,1,1,1,有,有,9290000,179274,,0,0,,RPQNMLQLNHIGFHF78DA,25.55,0,5.39,有
中和區,房地(土地+建物)+車位,新北市中和區連城路１７１巷２號,30.17,住,,,1120508,土地1建物1車位1,一層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0990831,155.37,3,2,2,有,有,5500000,35399,坡道平面,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWOMLQLNHIGFHF86DA,94.43,0,0,有
中和區,房地(土地+建物),新北市中和區建一路１０３號四樓,55.58,工,,,1120504,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0761106,276.3,0,0,0,無,有,25500000,92291,,0,0,車位僅有使用權。租期至112年8月31日止。含租約；,RPOPMLNLNHIGFHF48DA,167.84,0,12.2,有
中和區,土地,安平段1074地號,118.67,都市：其他:道路用地,,,1120504,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,20710000,174518,,0,0,包含公共設施保留地用地；,RPTOMLPLNHIGFHF56EA,0,0,0,無
中和區,車位,新北市中和區捷運路３８號,0.5,,,,1120524,土地1建物1車位1,一層,十九層,其他,店舖,鋼骨鋼筋混凝土構造,1000415,1.51,0,0,0,無,有,1200000,,塔式車位,1.51,1200000,僅車位交易；,RPPNMLQLNHIGFHF78EA,0,0,0,有
中和區,房地(土地+建物),新北市中和區興南路二段３１巷１０號三樓,32.5,住,,,1120504,土地3建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670505,93.48,3,2,1,有,無,10750000,114998,,0,0,其他增建；,RPRNMLPLNHIGFHF88EA,93.48,0,0,無
中和區,車位,新北市中和區景平路１５１號等,0.77,住,,,1120511,土地3建物1車位1,,,其他,,,,36.01,0,0,0,無,有,2250000,,坡道平面,36.01,2250000,僅車位交易；,RPVOMLNLNHIGFHF09DA,0,0,0,有
中和區,房地(土地+建物),新北市中和區中正路８１７號九樓之三,3.43,都市：其他:住宅區,,,1120501,土地2建物1車位0,九層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880915,42.85,1,1,1,有,有,6200000,144691,,0,0,,RPVNMLQLNHIGFHF66DA,28.61,0,4.66,有
中和區,土地,大華段616地號,13.36,住,,,1120513,土地3建物0車位0,,,其他,,,,0,0,0,0,無,無,3600000,269461,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOQMLSKNHIGFHF98DA,0,0,0,無
中和區,房地(土地+建物),新北市中和區和平街５４巷１６弄３號,23.04,住,,,1120408,土地1建物1車位0,一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0900613,99.88,3,2,2,有,有,16000000,160192,,0,0,其他增建；,RPTNMLTKMHIGFHF56DA,69.16,0,8.66,有
中和區,房地(土地+建物)+車位,新北市中和區景平路２６０號二十二樓之六,12.85,住,,,1120402,土地1建物1車位1,二十二層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0890529,203.86,4,2,2,有,有,29700000,164537,坡道平面,37.94,2400000,,RPOPMLTJNHIGFHF88DA,159.54,3.02,4.95,有
中和區,房地(土地+建物),新北市中和區民享街９號四樓,23.69,住,,,1120416,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860221,124.7,4,2,2,有,有,15000000,120289,,0,0,陽台外推；其他增建；,RPTOMLKKNHIGFHF48DA,86.91,2.86,6.4,有
中和區,房地(土地+建物)+車位,新北市中和區南工路１１１號七樓,17.48,住,,,1120409,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1110107,132.32,3,2,2,有,有,25180000,198018,其他,13.24,1600000,土地買賣價格:1637萬元，房屋買賣價格:881萬元。,RPSNMLSKNHIGFHF09DA,72.28,1.85,7.8,有
中和區,房地(土地+建物)+車位,新北市中和區景安路２４７巷１８號十三樓,21.04,住,,,1120415,土地1建物1車位1,十三層，十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970710,164.44,2,2,3,有,有,25050000,179787,坡道機械,35.12,1800000,陽台外推；其他增建；,RPVOMLSKNHIGFHF86DA,88.47,6.64,5.82,有
中和區,車位,新北市中和區中正路６９３號等公共設施,1.41,住,,,1120424,土地1建物1車位1,,,其他,,,,26.58,0,0,0,無,有,1700000,,坡道平面,26.58,1700000,土地交易價格為1020000元，房屋車位交易價格為680000元。僅車位交易；,RPWNMLQKNHIGFHF76EA,0,0,0,有
中和區,房地(土地+建物)+車位,新北市中和區福祥路７２號二樓之十八,10.61,商,,,1120424,土地5建物1車位1,二層,二十一層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0960828,133.32,2,2,1,有,有,16880000,126613,坡道平面,0,0,夾層；,RPVOMLSKNHIGFHF96EA,53.87,0,7.63,有
中和區,房地(土地+建物),新北市中和區國光街１１２巷１６弄１６號四樓,25.92,住,,,1120424,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,Ｒ．Ｃ造,0660809,80.64,3,2,1,有,無,9060000,112351,,0,0,其他增建；,RPXOMLSKNHIGFHF17EA,80.64,0,0,無
