district,rps01,rps02,rps03,rps04,rps05,rps06,rps07,rps08,rps09,rps10,rps11,rps12,rps13,rps14,rps15,rps16,rps17,rps18,rps19,rps20,rps21,rps22,rps23,rps24,rps25,rps26,rps27,rps28,rps29,rps30,rps31
中和區,房地(土地+建物),新北市中和區中山路三段１４６號三樓之五,5.03,工,,,1120620,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,0970930,60.2,1,1,1,有,有,7500000,124585,,0,0,,RPWOMLLJRHIGFHF56DA,25.01,0,3.23,有
中和區,房地(土地+建物),新北市中和區民富街３７號,41.02,工,,,1120620,土地2建物1車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0740919,148.04,5,2,3,有,無,23800000,160767,,0,0,其他增建；,RPWNMLRJQHIGFHF96DA,139.08,8.96,0,無
中和區,房地(土地+建物)+車位,新北市中和區成功路１３１號三十二樓之三,13.34,住,,,1120613,土地1建物1車位1,三十二層，三十三層,三十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0860322,232.02,6,2,4,有,有,33860000,147824,坡道平面,26.64,3500000,陽台外推；其他增建；,RPVOMLKLOHIGFHF88DA,160.47,4.35,8.75,有
中和區,房地(土地+建物),新北市中和區景新街４６７巷３２弄２１號二樓,32.05,住,,,1120624,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770625,123.77,4,2,2,有,有,15800000,127656,,0,0,其他增建；,RPROMLTLQHIGFHF96DA,108.78,2.64,12.35,無
中和區,房地(土地+建物),新北市中和區大仁街８號三樓,35.32,住,,,1120614,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0640526,79.57,3,2,1,有,無,11000000,138243,,0,0,陽台外推；,RPVNMLOJRHIGFHF66DA,79.57,0,0,無
中和區,房地(土地+建物),新北市中和區工專路９０號十七樓,10.74,住,,,1120623,土地1建物1車位0,十七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1091110,77.46,2,2,1,有,有,12800000,165247,,0,0,,RPUOMLOLQHIGFHF76DA,46.18,2.04,4.24,有
中和區,房地(土地+建物),新北市中和區和平街３８巷２號,30.94,住,,,1120626,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0740624,81.23,0,0,0,無,無,20000000,246214,,0,0,地下室約25坪左右滲漏水折讓50萬其他增建；,RPQNMLKMQHIGFHF68EA,71.23,10,0,無
中和區,房地(土地+建物),新北市中和區國光街２１５巷２４弄２６號六樓,21.07,住,,,1120607,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1070529,75.4,2,2,1,有,有,12800000,169761,,0,0,陽台外推；夾層；其他增建；,RPPOMLQKQHIGFHF98DA,40.32,5.25,4.25,有
中和區,房地(土地+建物)+車位,新北市中和區廣福路８１號十樓,27.85,住,,,1120523,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1020826,237.19,4,2,2,有,有,33850000,142713,坡道平面,43.71,0,,RPPPMLKMQHIGFHF68DA,117.57,5.08,12.86,有
中和區,房地(土地+建物),新北市中和區景新街４７０號十二樓,10.93,住,,,1120514,土地2建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1070409,90.05,2,2,1,有,有,17800000,197668,,0,0,,RPXNMLOLPHIGFHF86DA,49.64,4.92,4.16,有
中和區,房地(土地+建物),新北市中和區安平路６９號十四樓,12.04,住,,,1120330,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850325,101.75,2,2,2,有,有,17000000,167076,,0,0,陽台外推；其他增建；,RPRNMLMJQHIGFHF58DA,75.96,3.17,7.51,有
中和區,房地(土地+建物)+車位,新北市中和區圓通路３６９巷１５６弄１２號三樓,32.5,都市：其他:風景區,,,1120323,土地4建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0871124,135.88,3,2,2,有,有,12000000,88313,坡道平面,28.84,0,陽台外推；,RPPNMLPJRHIGFHF88EA,84.67,0,8.8,有
中和區,房地(土地+建物)+車位,新北市中和區中山路三段１３６巷２７號十一樓,15.63,工,,,1120226,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,0970930,139.45,3,1,1,有,有,16500000,118322,塔式車位,0,900000,本案為兩戶打通車位面積無法拆算陽台外推；,SPUPMLLJRHIGFHF56DA,75.55,0,12.05,有
中和區,房地(土地+建物)+車位,新北市中和區中山路三段１３６巷２９號十一樓,15.85,工,,,1120226,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,0970930,140.63,2,1,2,有,有,16500000,117329,塔式車位,0,900000,本案為兩戶打通車位面積無法拆算陽台外推；,RPUPMLLJRHIGFHF09DA,79.93,0,8.48,有
中和區,房地(土地+建物),新北市中和區圓通路１８３號四樓,36.28,住,,,1120120,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780913,122.3,4,2,2,有,無,14500000,118561,,0,0,,RPTNMLOLQHIGFHF56DA,107.97,1,13.33,無
中和區,車位,新北市中和區捷運路４８號,0.5,,,,1120903,土地1建物1車位1,一層,十九層,其他,店舖,鋼骨鋼筋混凝土構造,1000415,1.46,0,0,0,無,有,1150000,,塔式車位,1.46,1150000,僅車位交易；,RPQNMLMKRHIGFHF68DA,0,0,0,有
中和區,土地,灰段763地號,331.19,農,,,1120905,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,12020000,36293,,0,0,,RPPNMLPKRHIGFHF98EA,0,0,0,無
中和區,土地,國道段594地號,37.53,農,,,1120907,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,1021500,27218,,0,0,,RPUOMLNKRHIGFHF76EA,0,0,0,無
中和區,車位,新北市中和區中山路三段３５號等,1.99,工,,,1120804,土地1建物1車位1,,,其他,,,,30.21,0,0,0,無,有,2100000,,坡道平面,30.21,2100000,親友、員工、共有人或其他特殊關係間之交易；僅車位交易；,RPXPMLPJRHIGFHF17DA,0,0,0,有
中和區,房地(土地+建物),新北市中和區中山路二段１７４巷２號四樓,25.03,商,,,1120813,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680216,106.32,3,2,1,有,無,11500000,108164,,0,0,其他增建；,RPSOMLNLQHIGFHF09DA,106.32,0,0,無
中和區,房地(土地+建物),新北市中和區立人街４４號二樓,27.39,住,,,1120806,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731121,89.17,3,2,2,有,無,12300000,137939,,0,0,,RPOOMLRJRHIGFHF98DA,78.3,0,10.87,無
中和區,房地(土地+建物)+車位,新北市中和區立德街１３６號,45.23,工,,,1120822,土地1建物1車位1,一層,七層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0860913,232.81,0,0,0,無,有,40300000,173103,坡道平面,29.09,0,含租約；,RPXOMLMLQHIGFHF86DA,169.6,0,0,有
中和區,車位,中和區連城路６０３號等,0.66,住,,,1120805,土地1建物1車位2,,,其他,,,,76.86,0,0,0,無,有,4000000,,坡道平面,76.86,4000000,僅車位交易；,RPOOMLPJRHIGFHF78DA,0,0,0,有
中和區,房地(土地+建物),新北市中和區中正路５２３號十四樓,13.62,住,,,1120815,土地2建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910731,145.69,3,2,2,有,有,17000000,116686,,0,0,,RPTNMLTJRHIGFHF96DA,100.41,0,17.66,有
中和區,房地(土地+建物),新北市中和區秀朗路三段１２８巷４２弄７號四樓,30.54,住,,,1120807,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0761105,109.64,3,2,2,有,無,14550000,132707,,0,0,其他增建；,RPSNMLLJRHIGFHF68DA,99.06,2.6,7.98,無
中和區,車位,新北市中和區民樂路３０號等公共設施,2.99,住,,,1120802,土地1建物1車位1,,,其他,,,,37.23,0,0,0,無,有,2200000,,坡道平面,37.23,2200000,僅車位交易；,RPTOMLOKQHIGFHF56DA,0,0,0,有
中和區,房地(土地+建物)+車位,新北市中和區圓通路７９號三樓,19.31,住,,,1120812,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1010314,184.84,3,2,2,有,有,29000000,181383,坡道平面,38.74,2500000,陽台外推；,RPUQMLLJRHIGFHF56DA,89.57,4.14,12.22,有
中和區,房地(土地+建物),新北市中和區保健路４６巷１４號四樓,31.22,住,,,1120801,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0590425,89.87,4,2,3,有,無,14700000,163570,,0,0,陽台外推；頂樓加蓋；,RPRNMLSJRHIGFHF76EA,80.19,0,9.68,無
中和區,房地(土地+建物)+車位,新北市中和區安平路８７號五樓之三,18.35,住,,,1120817,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980122,168.59,3,2,2,有,有,20000000,118631,坡道平面,31.45,0,親友、員工、共有人或其他特殊關係間之交易；,RPPQMLQJRHIGFHF56DA,86.15,7.42,10.53,有
中和區,房地(土地+建物),新北市中和區成功路１３５號五樓之四,7.31,住,,,1120806,土地1建物1車位0,五層,三十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0860322,117.07,3,2,2,有,有,15400000,131545,,0,0,,RPOOMLTLQHIGFHF66DA,82.45,1.5,2.69,有
中和區,房地(土地+建物),新北市中和區圓通路２８６巷２８號三樓,36.83,住,,,1120816,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660706,59.82,3,2,1,有,無,7500000,125376,,0,0,未登記建物；,RPVOMLRJRHIGFHF07DA,59.82,0,0,無
中和區,房地(土地+建物),新北市中和區中興街２１６號十三樓之一,9.77,住,,,1120811,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971009,79.82,2,1,1,有,有,14600000,182912,,0,0,,RPVNMLTLQHIGFHF27DA,48.58,3.15,2.94,有
中和區,房地(土地+建物),新北市中和區福祥路６８號七樓之七,12.48,商,,,1120812,土地5建物1車位0,七層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960828,103.23,3,2,2,有,有,19000000,184055,,0,0,,RPQNMLTJRHIGFHF66DA,66.82,0,6.44,有
中和區,房地(土地+建物),新北市中和區中山路二段２巷１３弄６號五樓,33.23,住,,,1120805,土地1建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660617,97.9,2,2,2,有,無,12300000,125638,,0,0,頂樓加蓋；其他增建；,RPPPMLLKRHIGFHF68DA,97.9,0,0,無
中和區,房地(土地+建物)+車位,新北市中和區員山路３２２之６號二樓,20.99,住,,,1120815,土地1建物1車位1,二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1060110,204.49,3,2,2,有,有,23000000,128150,坡道平面,40.62,2000000,,RPXNMLRJRHIGFHF17DA,86.37,8.14,8.71,有
中和區,房地(土地+建物),新北市中和區連勝街４７之１０號十三樓,10.58,都市：其他:住宅區,,,1120807,土地5建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891115,83.71,2,2,1,有,有,15670000,187194,,0,0,,RPTNMLLLQHIGFHF88DA,58.07,0,7.59,有
中和區,房地(土地+建物),新北市中和區中正路１７巷１２號六樓,6.5,都市：其他:住宅區,,,1120811,土地3建物1車位0,六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851116,74.42,2,2,1,有,有,13690000,183956,,0,0,其他增建；,RPQNMLOJRHIGFHF78DA,56.54,0,6.93,有
中和區,房地(土地+建物),新北市中和區景新街３３７之９號二十二樓,4.07,商,,,1120826,土地1建物1車位0,二十二層,三十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1110224,58.7,1,1,1,有,有,12800000,218058,,0,0,,RPWNMLLKRHIGFHF56DA,31.7,2.01,5.63,有
中和區,房地(土地+建物),新北市中和區國光街１１２巷２０弄４號三樓,6.63,住,,,1120829,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691203,22.48,4,1,2,有,無,2500000,111210,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTPMLLKRHIGFHF09DA,22.48,0,0,無
中和區,房地(土地+建物),新北市中和區中山路二段１５２號三樓,6.74,商,,,1120808,土地2建物1車位0,三層,十六層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0840107,65.94,3,2,2,有,有,3500000,53087,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLSJRHIGFHF66EA,46.72,0,0,有
中和區,房地(土地+建物),新北市中和區景平路２９３之１號七樓,14.29,住,,,1120805,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0741214,114.39,3,2,2,有,有,17500000,152985,,0,0,陽台外推；其他增建；,RPXNMLQKQHIGFHF07DA,86,0,11.47,有
中和區,房地(土地+建物)+車位,新北市中和區水源路１３２巷７號二十五樓之３,9.7,住,,,1120807,土地1建物1車位1,二十五層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1050329,100.7,2,2,1,有,有,15000000,148957,坡道平面,20.3,0,親友、員工、共有人或其他特殊關係間之交易；,RPVOMLMKRHIGFHF76EA,44.09,4.32,4.42,有
中和區,房地(土地+建物),新北市中和區中山路二段２２８號十樓之十六,8.58,商,,,1120813,土地3建物1車位0,十層,十九層,住宅大樓(11層含以上有電梯),辦公用,Ｒ．Ｃ造,0871120,77.87,3,2,2,有,有,14280000,183406,,0,0,夾層；其他增建；,RPTOMLKMQHIGFHF98DA,40.78,0,11.44,有
中和區,車位,新北市中和區中山路三段３５號等,1.99,工,,,1120804,土地1建物1車位1,,,其他,,,,30.21,0,0,0,無,有,2100000,,坡道平面,30.21,2100000,親友、員工、共有人或其他特殊關係間之交易；僅車位交易；,RPOPMLLKRHIGFHF58DA,0,0,0,有
中和區,房地(土地+建物),新北市中和區中山路三段２１７號五樓,10.35,住,,,1120805,土地2建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1060801,80.34,2,1,1,有,有,15210000,189320,,0,0,,RPPNMLMKRHIGFHF58DA,42.3,6.77,3.85,有
中和區,房地(土地+建物),新北市中和區中山路二段１３１巷２６號四樓,30.37,住,,,1120818,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740430,105.23,3,2,2,有,無,12500000,118787,,0,0,,RPOPMLMKRHIGFHF78EA,94.53,0,10.7,無
中和區,房地(土地+建物),新北市中和區復興路２８０巷２５號,32.98,住,,,1120816,土地1建物1車位0,一層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0661031,92.8,3,1,1,有,無,14600000,157328,,0,0,平台、防火巷其他增建；,RPVNMLLLQHIGFHF09DA,92.8,0,0,無
中和區,房地(土地+建物)+車位,新北市中和區中山路二段３０３號七樓之二,6.67,工,,,1120810,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),商辦用,鋼筋混凝土造,0970114,70.39,1,1,1,有,有,10400000,172983,坡道機械,18.93,1500000,陽台外推；其他增建；,RPTOMLNKRHIGFHF66EA,35.43,0,5.1,有
中和區,房地(土地+建物),新北市中和區安平路１４５巷２號四樓,20.42,住,,,1120816,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0610324,46.7,2,1,1,有,無,6500000,139186,,0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPSOMLMKRHIGFHF98DA,46.7,0,0,無
中和區,房地(土地+建物),新北市中和區員山路１４８巷３６號三樓,16.62,住,,,1120807,土地2建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690806,81.85,3,2,1,有,無,3000000,36652,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLOKRHIGFHF98EA,81.85,0,0,無
中和區,房地(土地+建物),新北市中和區建八路１６９號四樓,8.25,工,,,1120811,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),商辦用,鋼筋混凝土造,0960731,58.78,0,1,1,有,有,8050000,136951,,0,0,,RPOOMLOJRHIGFHF68DA,37.12,0,0,有
中和區,房地(土地+建物),新北市中和區連城路４５６巷８號五樓,31.09,住,,,1120815,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860713,148.67,4,2,2,有,無,10000000,67263,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXPMLLJRHIGFHF76DA,105.86,0.72,12.52,有
中和區,房地(土地+建物)+車位,新北市中和區中原東街７９號八樓,10.31,住,,,1120816,土地1建物1車位1,八層,二十三層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,1080523,67.06,2,1,1,有,有,7500000,111840,坡道平面,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLOKRHIGFHF09EA,28.13,0,1.69,有
中和區,房地(土地+建物),新北市中和區水源路３４巷２１號三樓,41.54,住,,,1120823,土地2建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671016,120.18,3,2,2,有,無,15700000,130637,,0,0,,RPOPMLNLQHIGFHF78DA,120.18,0,0,無
中和區,車位,新北市中和區立業路２號二樓等,0.09,住,,,1120823,土地1建物1車位2,,,其他,,,,25,0,0,0,無,有,2000000,,坡道機械,25,2000000,僅車位交易；,RPVQMLLJRHIGFHF66DA,0,0,0,有
中和區,房地(土地+建物),新北市中和區大勇街２５巷２９弄２號四樓,39.73,住,,,1120814,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,Ｒ．Ｃ造,0660127,85.07,2,1,1,有,無,9250000,108734,,0,0,陽台外推；頂樓加蓋；未登記建物；,RPSNMLNKRHIGFHF98DA,76.28,0,8.79,無
中和區,房地(土地+建物)+車位,新北市中和區中正路７９７號二樓,44.78,住,,,1120807,土地1建物1車位2,二層,二十七層,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,0861104,656.84,0,0,1,有,有,60000000,94926,坡道平面,64.8,3800000,,RPSNMLMKRHIGFHF88DA,452.39,0,24.6,有
中和區,房地(土地+建物),新北市中和區員山路１３９號五樓,19.83,住,,,1120808,土地1建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690314,88.59,3,2,2,有,無,10000000,112880,,0,0,陽台外推；,RPWNMLNKRHIGFHF76DA,88.59,0,0,無
中和區,房地(土地+建物),新北市中和區莒光路１２０巷１３弄３號二樓,19.28,住,,,1120802,土地1建物1車位0,二層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681004,75.48,3,2,2,有,無,8780000,116322,,0,0,其他增建；,RPPOMLNKRHIGFHF78DA,75.48,0,0,無
中和區,房地(土地+建物)+車位,新北市中和區中山路二段６４巷３８號七樓,14.69,住,,,1120812,土地1建物1車位1,七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1050726,148.89,2,2,1,有,有,21220000,175429,坡道平面,42.18,2500000,,RPVNMLMKRHIGFHF56DA,58.31,6.01,6.81,有
中和區,房地(土地+建物),新北市中和區圓通路３３５巷５弄７號四樓,33.51,住,,,1120819,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671220,100,4,3,2,有,無,10500000,105000,,0,0,陽台外推；頂樓加蓋；,RPPPMLLJRHIGFHF58DA,100,0,0,無
中和區,房地(土地+建物),新北市中和區圓通路２５２巷３６弄８號四樓,24.07,住,,,1120824,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731027,87.34,3,2,1,有,無,11300000,129379,,0,0,陽台外推；,RPSNMLSLQHIGFHF86DA,70.42,0,8.69,無
中和區,房地(土地+建物)+車位,新北市中和區員山路３２７巷８８之１號九樓,12.37,住,,,1120809,土地1建物1車位1,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1050802,96.22,2,1,1,有,有,15200000,157971,升降機械,7.89,0,其他增建；,RPOQMLLJRHIGFHF58DA,47.84,10.26,3.32,有
中和區,房地(土地+建物),新北市中和區景平路４３３號十四樓之十八,4.78,住,,,1120818,土地1建物1車位0,十四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860515,35.03,1,0,1,有,有,6550000,186983,,0,0,,RPVNMLNKRHIGFHF76EA,25.72,0,3.82,有
中和區,土地,瓦段450-1地號,238.18,都市：其他:道路用地,,,1120823,土地14建物0車位0,,,其他,,,,0,0,0,0,無,無,38906451,163349,,0,0,包含公共設施保留地用地；,RPTNMLOKRHIGFHF56DA,0,0,0,無
中和區,房地(土地+建物),新北市中和區華新街１０９巷５號五樓之一,18.3,住,,,1120820,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920805,118.08,3,2,2,有,有,16080000,136179,,0,0,,RPQNMLPKRHIGFHF09EA,73.03,0,9.26,有
中和區,房地(土地+建物),新北市中和區安平路１８巷９號,21.83,住,,,1120812,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750331,73.61,2,2,1,有,無,12000000,163021,,0,0,平台外移、平台增建其他增建；,RPOOMLMKRHIGFHF58DA,63.79,9.82,0,無
中和區,房地(土地+建物),新北市中和區南山路２３６巷２０弄１０號四樓,30.65,住,,,1120819,土地2建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680523,83,3,2,1,有,無,11100000,133735,,0,0,頂樓加蓋；,RPROMLNKRHIGFHF98DA,83,0,0,無
中和區,房地(土地+建物),新北市中和區員山路３８７巷１０號三樓,15.69,都市：其他:住宅區,,,1120807,土地2建物1車位0,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841207,106.53,3,2,2,有,有,4000000,37548,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWOMLKMQHIGFHF76EA,73.06,2.54,6.43,有
中和區,房地(土地+建物),新北市中和區中山路二段１３１巷２２號三樓,32.44,住,,,1120819,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740430,101.88,3,2,2,有,無,13100000,128583,,0,0,其他增建；,RPPPMLOKRHIGFHF98DA,92.31,0,9.57,無
中和區,房地(土地+建物),新北市中和區中和路３６６號六樓之五,10.21,商,,,1120814,土地2建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0900827,84.09,3,0,0,有,有,15580000,185278,,0,0,,RPOPMLQJRHIGFHF98DA,59.71,0,0,有
中和區,房地(土地+建物)+車位,新北市中和區宜安路１１９巷６號五樓之二,13.77,住,,,1120811,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970703,144.95,3,2,2,有,有,27300000,203070,坡道機械,17.9,1500000,陽台外推；,RPPOMLTLQHIGFHF76DA,79.7,4.28,11.01,有
中和區,房地(土地+建物),新北市中和區連城路６０１號十二樓之二,12.28,住,,,1120802,土地1建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960212,90.03,2,1,1,有,有,11708900,130056,,0,0,土地價款：9008900建物價款：2700000,RPQOMLOKRHIGFHF98DA,65.48,0,6.76,有
中和區,房地(土地+建物),新北市中和區圓通路２５２巷２號四樓,24.42,住,,,1120812,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0711119,84.53,3,2,1,有,無,9100000,107654,,0,0,陽台外推；,RPRNMLPKRHIGFHF56EA,75.63,0,8.9,無
中和區,車位,新北市中和區國光街２１５巷８弄３號等,0.5,住,,,1120816,土地1建物1車位1,,,其他,,,,39.7,0,0,0,無,有,2200000,,坡道平面,39.7,2200000,僅車位交易；,RPTNMLPKRHIGFHF66DA,0,0,0,有
中和區,房地(土地+建物)+車位,新北市中和區中原街９６號五樓,26.87,住,,,1120814,土地1建物1車位1,五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1091202,159.14,2,2,2,有,有,24880000,156340,坡道平面,31.63,0,,RPQOMLSLQHIGFHF76DA,74.27,1.81,8.07,有
中和區,房地(土地+建物),新北市中和區民利街５５號三樓,14.31,住,,,1120815,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1101224,77.23,1,1,1,有,有,9100000,117830,,0,0,,RPRNMLLKRHIGFHF68DA,29.83,0,7.35,有
中和區,房地(土地+建物),新北市中和區中正路１１９４巷１５號,29.34,工,,,1120812,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),辦公用,鋼筋混凝土造,0790321,122.1,3,2,2,有,無,14800000,121212,,0,0,其他增建；,RPUOMLSLQHIGFHF17DA,97.68,11.42,0,無
中和區,房地(土地+建物)+車位,新北市中和區中原街２６號十九樓,37.15,住,,,1120822,土地1建物1車位1,十九層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1080806,202.83,2,2,2,有,有,37500000,208671,坡道平面,36.06,2700000,,RPSPMLQJRHIGFHF76DA,94.95,2.61,12.42,有
中和區,房地(土地+建物),新北市中和區仁愛街３６巷３０號五樓,46.78,住,,,1120811,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0751208,103.9,3,2,2,有,有,11880000,114341,,0,0,頂樓加蓋；,RPWOMLNLQHIGFHF86DA,88.81,0.72,10.21,無
中和區,房地(土地+建物),新北市中和區福祥路９號十一樓之十一,4.92,商,,,1120807,土地3建物1車位0,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871120,53.11,1,0,1,有,有,9250000,174167,,0,0,,RPPNMLSKRHIGFHF66EA,30.38,0,4.74,有
中和區,房地(土地+建物),新北市中和區圓通路１０９巷７號,64.76,住,,,1120808,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0570616,86.5,3,2,2,有,無,19380000,224046,,0,0,頂樓加蓋；其他增建；,RPROMLPKRHIGFHF56DA,86.5,0,0,無
中和區,房地(土地+建物)+車位,新北市中和區國光街２１５巷８弄１１號二樓,18.05,住,,,1120816,土地1建物1車位1,二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1111128,179.52,3,2,2,有,有,21200000,138750,坡道平面,39.7,1800000,,RPVNMLPKRHIGFHF86DA,75.31,13.39,4.56,有
中和區,房地(土地+建物)+車位,新北市中和區中安街４２號七樓,18.62,住,,,1120801,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841110,165.31,3,2,2,有,有,34500000,208699,坡道機械,0,2500000,陽台外推；,RPQOMLSKRHIGFHF76DA,111.59,16.51,0,有
中和區,房地(土地+建物),新北市中和區員山路１４３巷３４弄１號四樓,36.61,住,,,1120822,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,Ｒ．Ｃ造,0700521,97.73,3,2,2,有,無,12200000,124834,,0,0,陽台外推；,RPQOMLPLQHIGFHF09DA,84.86,0,12.87,無
