鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,道路名稱,段,分類標籤,Lat,Lng
中和區,房地(土地+建物)+車位,新北市中和區建康路１７２號八樓,56.17,工,,,2023-03-06,土地1建物1車位2,八層,十三層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土造,2007-07-31,432.95,0,0,0,無,有,45600000,105326.0,坡道平面,65.7,0,,RPPOMLTKMHIGFHF88DA,277.23,0.0,0.0,有,新北市中和區建康路,,新北市中和區建康路,25.0000477,121.4904489
中和區,房地(土地+建物),新北市中和區景平路１５０號八樓之三,3.73,住,,,2023-03-23,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,2013-08-13,44.36,1,1,1,有,有,8000000,180343.0,,0.0,0,,RPSPMLTKMHIGFHF66DA,27.12,3.04,0.0,有,新北市中和區景平路,,新北市中和區景平路,24.9920956,121.5182332
中和區,房地(土地+建物),新北市中和區景新街５５２號十四樓,15.56,住,,,2023-03-17,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1997-03-18,96.87,3,2,2,有,有,12400000,128007.0,,0.0,0,其他增建；,RPVPMLSKMHIGFHF86DA,71.85,2.97,8.59,有,新北市中和區景新街,,新北市中和區景新街,24.986441,121.51387
中和區,房地(土地+建物),新北市中和區中正路１３７號七樓,14.58,住,,,2023-03-19,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,2012-05-21,103.24,2,2,1,有,有,16250000,157400.0,,0.0,0,,RPVOMLSKMHIGFHF76DA,64.54,4.24,4.96,有,新北市中和區中正路,,新北市中和區中正路,24.9933687,121.4993647
中和區,房地(土地+建物),新北市中和區景安路７９巷５號四樓,25.31,住,,,2023-03-25,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,Ｒ．Ｃ造,1976-08-09,75.85,4,3,2,有,無,9860000,129993.0,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPOPMLSKMHIGFHF78DA,62.0,0.0,13.85,無,新北市中和區景安路,,新北市中和區景安路,24.9974212,121.5065765
中和區,房地(土地+建物)+車位,新北市中和區中山路二段３１５巷１０號四樓,46.34,工,,,2023-03-17,土地1建物1車位1,四層,八層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,1989-12-12,283.62,0,0,0,無,有,25180000,88781.0,坡道平面,0.0,0,,RPVOMLRLLHIGFHF66DA,169.52,0.0,46.95,有,新北市中和區中山路,新北市中和區中山路二段,新北市中和區中山路二段,25.0011915,121.4942209
中和區,房地(土地+建物),新北市中和區景平路１８０號十三樓之一,2.27,都市：其他:住宅區,,,2023-03-14,土地4建物1車位0,十三層,四十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1997-11-04,40.27,1,1,1,有,有,6180000,153464.0,,0.0,0,,RPUPMLNKLHIGFHF78DA,25.93,0.0,5.34,有,新北市中和區景平路,,新北市中和區景平路,24.9924134,121.516477
中和區,房地(土地+建物),新北市中和區景平路７６１號十樓,2.86,商,,,2023-03-13,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,1994-08-06,31.49,1,0,1,有,有,4600000,146078.0,,0.0,0,,RPVOMLMLLHIGFHF78DA,14.74,0.0,7.06,有,新北市中和區景平路,,新北市中和區景平路,25.0049353,121.4960207
中和區,房地(土地+建物),新北市中和區莊敬路４９巷４號五樓,26.38,都市：其他:住宅區,,,2023-03-13,土地6建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1980-09-16,92.43,4,2,2,有,無,11000000,119009.0,,0.0,0,,RPRNMLSKMHIGFHF88DA,92.43,0.0,0.0,無,新北市中和區莊敬路,,新北市中和區莊敬路,25.0053916,121.5015585
中和區,房地(土地+建物),新北市中和區中興街１８５號三樓,5.6,住,,,2023-03-19,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,2011-05-10,43.66,1,1,1,有,有,7500000,171782.0,,0.0,0,,RPVOMLRKMHIGFHF66DA,29.41,0.0,0.0,有,新北市中和區中興街,,新北市中和區中興街,24.9901349,121.5005829
中和區,房地(土地+建物),新北市中和區景新街３３５之１號十八樓,4.4,商,,,2023-03-27,土地1建物1車位0,十八層,三十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,2022-02-24,62.62,1,2,1,有,有,12050000,192431.0,,0.0,0,,RPXOMLRKMHIGFHF86DA,35.37,1.54,5.06,有,新北市中和區景新街,,新北市中和區景新街,24.9912011,121.5119097
中和區,房地(土地+建物)+車位,新北市中和區景新街３３５之２號二十七樓,5.59,商,,,2023-03-15,土地1建物1車位1,二十七層,三十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,2022-02-24,105.21,2,2,1,有,有,20600000,221334.0,坡道平面,26.37,3150000,含裝潢費；含傢俱設備費；,RPTOMLOLMHIGFHF88DA,43.99,6.54,2.31,有,新北市中和區景新街,,新北市中和區景新街,24.9912696,121.5121118
中和區,房地(土地+建物)+車位,新北市中和區圓通路２９９巷４８弄２５號二樓,29.35,住,,,2023-03-17,土地2建物1車位1,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2008-02-01,158.84,2,2,2,有,有,16600000,104508.0,坡道平面,32.07,0,,RPUOMLOLMHIGFHF09EA,81.52,0.0,8.69,有,新北市中和區圓通路,,新北市中和區圓通路,24.9907864,121.4954196
中和區,房地(土地+建物),新北市中和區華新街１０９巷１５號三樓,54.15,住,,,2023-03-26,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1990-04-12,137.62,3,2,2,有,無,13000000,94463.0,,0.0,0,,RPUOMLKLMHIGFHF68EA,110.05,2.28,11.55,無,新北市中和區華新街,,新北市中和區華新街,24.9809982,121.5088564
中和區,房地(土地+建物),新北市中和區建一路１６６號十樓之二,57.68,都市：其他:乙種工業區,,,2023-03-03,土地1建物1車位0,十層,十八層,住宅大樓(11層含以上有電梯),工商用,鋼筋混凝土造,1999-02-27,545.8,0,0,0,無,有,60430000,110718.0,,0.0,0,,RPQNMLOLMHIGFHF58EA,381.53,0.0,0.0,有,新北市中和區建一路,,新北市中和區建一路,24.9977805,121.4877378
中和區,房地(土地+建物),新北市中和區新生街２８６號五樓,19.59,住,,,2023-03-20,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1984-01-13,73.84,3,2,2,有,無,9500000,128657.0,,0.0,0,陽台外推；,RPQOMLOLMHIGFHF58DA,67.1,0.0,6.74,無,新北市中和區新生街,,新北市中和區新生街,24.9966633,121.4835116
中和區,房地(土地+建物),新北市中和區連城路６０１號四樓之二,12.28,住,,,2023-03-27,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2007-02-12,90.03,2,2,1,有,有,10892000,120982.0,,0.0,0,,RPROMLOLMHIGFHF68DA,65.48,0.0,6.76,有,新北市中和區連城路,,新北市中和區連城路,24.9935833,121.4784528
中和區,房地(土地+建物),新北市中和區民享街８８巷３號三樓,28.23,住,,,2023-03-05,土地1建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1979-09-23,96.54,3,2,2,有,無,12000000,124301.0,,0.0,0,鐵鋁窗增建陽台外推；其他增建；,RPPOMLLLMHIGFHF18DA,96.54,0.0,0.0,無,新北市中和區民享街,,新北市中和區民享街,25.0005355,121.4745323
中和區,房地(土地+建物),新北市中和區民享街８６巷１０弄３號二樓,26.92,住,,,2023-03-22,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1981-07-30,100.07,3,2,2,有,無,11000000,109923.0,,0.0,0,,RPPNMLOLMHIGFHF38DA,87.57,0.0,12.5,無,新北市中和區民享街,,新北市中和區民享街,25.0010732,121.4736995
中和區,房地(土地+建物)+車位,新北市中和區中山路二段３３２巷３９號十一樓,25.37,工,,,2023-03-06,土地1建物1車位3,十一層,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土構造,2017-01-18,243.71,0,0,0,無,有,24880000,129032.0,坡道平面,97.39,6000000,,RPQNMLLLMHIGFHF18DA,88.05,0.0,4.73,有,新北市中和區中山路,新北市中和區中山路二段,新北市中和區中山路二段,25.003872,121.4936787
中和區,房地(土地+建物)+車位,新北市中和區中山路二段３３２巷１號十四樓,21.35,工,,,2023-03-24,土地1建物1車位2,十四層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土構造,2017-01-18,194.23,0,0,0,無,有,20780000,132032.0,坡道平面,67.14,4000000,,RPRPMLKLMHIGFHF38DA,77.22,0.0,5.06,有,新北市中和區中山路,新北市中和區中山路二段,新北市中和區中山路二段,25.0024284,121.4940551
中和區,房地(土地+建物),新北市中和區台新街３１號四樓,8.06,住,,,2023-03-07,土地3建物1車位0,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1999-07-17,42.88,1,1,1,有,有,7580000,176772.0,,0.0,0,,RPPOMLLKMHIGFHF08DA,29.54,0.0,3.79,有,新北市中和區台新街,,新北市中和區台新街,25.0054935,121.4790615
中和區,房地(土地+建物),新北市中和區中正路８２９號二十二樓之二,5.71,都市：其他:住宅區,,,2023-03-19,土地2建物1車位0,二十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1999-09-15,70.89,2,2,1,有,有,10200000,143885.0,,0.0,0,其他增建；,RPWNMLKKMHIGFHF58DA,47.68,0.0,9.8,有,新北市中和區中正路,,新北市中和區中正路,25.0022309,121.484611
中和區,房地(土地+建物),新北市中和區中正路８７３號,28.89,住,,,2023-03-04,土地2建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,1976-05-15,77.0,0,0,0,無,無,16120000,209351.0,,0.0,0,其他增建；,RPUOMLSLLHIGFHF66DA,77.0,0.0,0.0,無,新北市中和區中正路,,新北市中和區中正路,25.0038897,121.4843812
中和區,房地(土地+建物),新北市中和區中和路２４１號二樓之十九,3.23,商,,,2023-03-04,土地2建物2車位0,二層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,1998-02-05,37.07,0,0,0,無,有,6000000,161856.0,,0.0,0,格局變更其他增建；,RPTOMLQJMHIGFHF88DA,15.61,1.65,2.87,有,新北市中和區中和路,,新北市中和區中和路,24.9998728,121.5048325
中和區,房地(土地+建物),新北市中和區德光路１１７之３號五樓,18.75,住,,,2023-03-20,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1995-11-03,108.42,3,2,2,有,無,15180000,140011.0,,0.0,0,陽台外推；其他增建；,RPXQMLQJMHIGFHF86DA,70.84,0.0,18.66,有,新北市中和區德光路,,新北市中和區德光路,25.0031804,121.4680238
中和區,房地(土地+建物)+車位,新北市中和區中興街２２２號十二樓之二,13.73,住,,,2023-03-19,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,2009-03-18,122.74,3,2,2,有,有,20000000,165320.0,坡道平面,15.07,2200000,其他增建：雨遮陽台外推；其他增建；,RPPNMLPKMHIGFHF38DA,58.86,3.33,12.89,有,新北市中和區中興街,,新北市中和區中興街,24.9892045,121.5001081
中和區,房地(土地+建物)+車位,新北市中和區中山路二段３３２巷３９號十二樓,21.44,工,,,2023-03-07,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土構造,2017-01-18,179.89,0,0,0,無,有,20900000,129852.0,坡道平面,33.57,1900000,,RPSPMLKLMHIGFHF48DA,88.05,0.0,4.73,有,新北市中和區中山路,新北市中和區中山路二段,新北市中和區中山路二段,25.003872,121.4936787
中和區,房地(土地+建物)+車位,新北市中和區中山路二段３３２巷３９號十四樓,21.44,工,,,2023-03-23,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土構造,2017-01-18,176.56,0,0,0,無,有,21030000,130750.0,坡道平面,30.25,1900000,,RPTPMLKLMHIGFHF58DA,88.05,0.0,4.73,有,新北市中和區中山路,新北市中和區中山路二段,新北市中和區中山路二段,25.003872,121.4936787
中和區,房地(土地+建物),新北市中和區中山路二段３３２巷４３號六樓,12.33,工,,,2023-03-15,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土構造,2017-01-18,93.17,0,0,0,無,有,12100000,129870.0,,0.0,0,,RPUPMLKLMHIGFHF68DA,52.64,1.24,4.42,有,新北市中和區中山路,新北市中和區中山路二段,新北市中和區中山路二段,25.0027845,121.4942534
中和區,房地(土地+建物),新北市中和區連城路１９１巷６號四樓,35.71,住,,,2023-03-17,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1986-02-05,127.34,3,2,2,有,無,13000000,102089.0,,0.0,0,,RPWOMLKLMHIGFHF78DA,107.53,0.0,9.95,無,新北市中和區連城路,,新北市中和區連城路,24.9978181,121.4951966
中和區,房地(土地+建物),新北市中和區和平街７６巷１１弄１號五樓,23.62,住,,,2023-03-19,土地1建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1980-03-26,90.64,4,3,2,有,無,12550000,138460.0,,0.0,0,陽台外推；頂樓加蓋；,RPSNMLOLMHIGFHF68DA,90.64,0.0,0.0,無,新北市中和區和平街,,新北市中和區和平街,24.9915082,121.5082563
中和區,房地(土地+建物),新北市中和區自立路１５巷１號,63.53,住,,,2023-03-17,土地1建物1車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,1982-10-30,106.31,0,1,1,有,無,29500000,277490.0,,0.0,0,其他增建；,RPTNMLOLMHIGFHF78DA,94.95,11.36,0.0,無,新北市中和區自立路,,新北市中和區自立路,24.996184,121.5225967
中和區,房地(土地+建物),新北市中和區自立路１５巷１號二樓,63.53,住,,,2023-03-17,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1982-10-30,106.33,3,2,1,有,無,12500000,117559.0,,0.0,0,其他增建；,SPTNMLOLMHIGFHF88DA,94.55,0.0,11.78,無,新北市中和區自立路,,新北市中和區自立路,24.996184,121.5225967
中和區,房地(土地+建物)+車位,新北市中和區景新街４６０號十六樓,17.17,住,,,2023-03-24,土地1建物1車位1,十六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,2022-02-22,156.52,3,2,2,有,有,25000000,197161.0,坡道平面,42.4,2500000,,RPXNMLLLMHIGFHF88DA,67.74,0.0,8.6,有,新北市中和區景新街,,新北市中和區景新街,24.9875322,121.5133673
中和區,房地(土地+建物),新北市中和區員山路１５０巷２弄３５號五樓,20.97,住,,,2023-03-14,土地5建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1981-12-18,85.09,3,2,1,有,無,10680000,125514.0,,0.0,0,頂樓加蓋；其他增建；,RPXOMLLLMHIGFHF98DA,70.02,15.07,0.0,無,新北市中和區員山路,,新北市中和區員山路,24.9976411,121.4817513
中和區,房地(土地+建物),新北市中和區景新街４１８巷１８弄６號三樓,29.41,住,,,2023-03-30,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,1968-04-01,87.8,5,0,5,有,無,14560000,165831.0,,0.0,0,,RPWRMLOLMHIGFHF86DA,87.8,0.0,0.0,無,新北市中和區景新街,,新北市中和區景新街,24.9885109,121.511987
中和區,房地(土地+建物),新北市中和區大智街１０６巷２號四樓,41.08,住,,,2023-03-11,土地1建物1車位0,四層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1979-10-06,151.07,4,2,2,有,無,16150000,106904.0,,0.0,0,陽台外推；,RPVNMLPLMHIGFHF09DA,151.07,0.0,0.0,無,新北市中和區大智街,,新北市中和區大智街,24.9925059,121.5241429
中和區,房地(土地+建物)+車位,新北市中和區華新街１０９巷５號五樓,17.91,住,,,2023-03-23,土地1建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2003-08-05,138.29,2,1,1,有,有,14200000,111345.0,坡道平面,24.23,1500000,,RPVOMLPLMHIGFHF66EA,71.42,3.12,6.51,有,新北市中和區華新街,,新北市中和區華新街,24.9821305,121.5091663
中和區,房地(土地+建物),新北市中和區華新街１０９巷５號五樓之一,18.3,住,,,2023-03-23,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2003-08-05,118.08,1,2,1,有,有,13000000,110095.0,,0.0,0,,SPVOMLPLMHIGFHF76EA,73.03,0.0,9.26,有,新北市中和區華新街,,新北市中和區華新街,24.9821305,121.5091663
中和區,房地(土地+建物),新北市中和區自立路２０巷１號四樓,33.69,住,,,2023-03-25,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1981-04-29,111.13,3,2,1,有,無,12500000,112481.0,,0.0,0,,RPWNMLQLMHIGFHF76EA,89.69,0.0,21.44,無,新北市中和區自立路,,新北市中和區自立路,24.9933089,121.5221715
中和區,房地(土地+建物)+車位,新北市中和區民利街６８巷５弄２４號五樓,15.56,住,,,2023-03-13,土地1建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2004-05-17,130.26,3,2,2,有,有,16500000,129812.0,坡道平面,19.33,2100000,,RPQOMLQLMHIGFHF78DA,72.36,3.29,3.63,有,新北市中和區民利街,,新北市中和區民利街,24.9990636,121.4777404
中和區,房地(土地+建物),新北市中和區忠孝街１０６巷２１號,112.96,住,,,2023-03-25,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,1980-01-17,120.0,3,2,2,有,無,24500000,204167.0,,0.0,0,,RPXRMLOLMHIGFHF96DA,120.0,0.0,0.0,無,新北市中和區忠孝街,,新北市中和區忠孝街,24.9844216,121.5129745
中和區,房地(土地+建物),新北市中和區安平路１０５號三樓,25.69,,,,2023-03-27,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,1978-03-11,67.97,2,1,1,有,無,8330000,122554.0,,0.0,0,,RPVRMLOLMHIGFHF76DA,57.77,0.0,0.0,無,新北市中和區安平路,,新北市中和區安平路,24.9973886,121.51146
中和區,房地(土地+建物),新北市中和區中山路二段１７８巷４５號四樓,11.92,住,,,2023-03-22,土地3建物1車位0,四層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1996-11-29,65.3,1,1,1,有,有,12680000,194181.0,,0.0,0,夾層；,RPWPMLOLMHIGFHF66DA,43.57,0.89,5.11,有,新北市中和區中山路,新北市中和區中山路二段,新北市中和區中山路二段,25.0034126,121.5008016
中和區,房地(土地+建物),新北市中和區民利街９巷２弄６號三樓,30.91,住,,,2023-03-24,土地2建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1978-09-25,88.4,3,2,1,有,無,9570000,108258.0,,0.0,0,,RPRPMLOLMHIGFHF78DA,88.4,0.0,0.0,無,新北市中和區民利街,,新北市中和區民利街,24.9988557,121.4803968
中和區,房地(土地+建物),新北市中和區景平路４３３號十二樓之九,6.44,住,,,2023-03-20,土地1建物1車位0,十二層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1997-05-15,47.67,1,1,1,有,有,8060000,169079.0,,0.0,0,其他增建；,RPTNMLOKMHIGFHF68DA,36.62,0.0,3.24,有,新北市中和區景平路,,新北市中和區景平路,24.9957696,121.5009102
中和區,房地(土地+建物),新北市中和區中和路１７３號三樓,15.93,商,,,2023-03-26,土地2建物1車位0,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1987-04-29,116.3,3,2,2,有,有,16000000,137575.0,,0.0,0,其他增建；,RPVPMLKKMHIGFHF68DA,93.25,0.0,15.12,有,新北市中和區中和路,,新北市中和區中和路,24.9998692,121.5031382
中和區,房地(土地+建物),新北市中和區安樂路２１７巷２９號三樓,22.68,住,,,2023-03-29,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1998-07-31,112.76,3,2,2,有,無,19600000,173821.0,,0.0,0,陽台外推；,RPUOMLRKMHIGFHF56DA,73.08,0.0,10.48,有,新北市中和區安樂路,,新北市中和區安樂路,24.998155,121.513595
中和區,房地(土地+建物),新北市中和區大仁街１０巷９弄１０號三樓,33.95,住,,,2023-03-13,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,1975-05-26,97.76,3,2,1,有,無,13680000,139935.0,,0.0,0,陽台外推；其他增建；,RPXNMLRLLHIGFHF76DA,97.76,0.0,0.0,無,新北市中和區大仁街,,新北市中和區大仁街,24.992818,121.5186277
中和區,房地(土地+建物),新北市中和區南華路３０之１１號五樓,15.9,住,,,2023-03-05,土地1建物1車位0,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1999-11-05,97.51,3,2,2,有,有,18000000,184596.0,,0.0,0,其他增建；,RPUQMLQJMHIGFHF56DA,64.43,0.0,11.32,有,新北市中和區南華路,,新北市中和區南華路,24.9960742,121.5034096
中和區,房地(土地+建物),新北市中和區連城路３４７巷６弄１４號二樓,22.88,住,,,2023-03-22,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,1976-11-08,71.96,3,2,1,有,無,9200000,127849.0,,0.0,0,陽台外推；,RPQNMLKMLHIGFHF08DA,71.96,0.0,0.0,無,新北市中和區連城路,,新北市中和區連城路,24.995395,121.4877708
中和區,房地(土地+建物),新北市中和區民享街３１巷７號六樓,22.57,住,,,2023-02-28,土地2建物1車位0,六層，見其他登記事項,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,2012-11-20,93.4,3,1,2,有,無,15530000,166274.0,,0.0,0,陽台外推；其他增建；,RPOOMLTKMHIGFHF78DA,45.25,6.5,3.46,有,新北市中和區民享街,,新北市中和區民享街,25.0043897,121.4744859
中和區,房地(土地+建物),新北市中和區中山路二段３９１之２號十樓,9.63,工,,,2023-02-28,土地1建物1車位0,十層,十層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,1994-10-15,70.99,1,2,1,有,有,7500000,105649.0,,0.0,0,其他增建；,RPQOMLNLLHIGFHF38DA,58.99,1.23,4.24,有,新北市中和區中山路,新北市中和區中山路二段,新北市中和區中山路二段,25.0042698,121.4863948
中和區,房地(土地+建物)+車位,新北市中和區中和路３３２號六樓,24.01,商,,,2023-02-25,土地2建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1999-07-25,283.89,5,3,3,有,有,42280000,162222.0,坡道平面,38.67,2500000,,RPOPMLNLLHIGFHF28DA,179.24,0.0,24.81,有,新北市中和區中和路,,新北市中和區中和路,25.0012442,121.5100254
中和區,房地(土地+建物)+車位,新北市中和區景平路５９之１４號十八樓,7.36,住,,,2023-02-24,土地1建物1車位1,十八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1996-10-30,138.25,2,2,2,有,有,18100000,130922.0,坡道平面,0.0,2000000,陽台外推；其他增建；,RPUOMLMLLHIGFHF68DA,78.82,0.0,11.37,有,新北市中和區景平路,,新北市中和區景平路,24.9906251,121.521169
中和區,房地(土地+建物),新北市中和區景平路１１１巷４８弄２２號三樓,40.87,住,,,2023-02-19,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,1974-11-20,87.05,3,2,1,有,無,10460000,120161.0,,0.0,0,陽台外推；其他增建；,RPTPMLKKMHIGFHF48DA,87.05,0.0,0.0,無,新北市中和區景平路,,新北市中和區景平路,24.9905838,121.5154812
中和區,房地(土地+建物),新北市中和區建八路１５８號,119.81,工,,,2023-02-24,土地1建物1車位0,全,四層,透天厝,辦公用,鋼筋混凝土造,1986-04-28,431.69,0,0,0,無,無,38800000,89879.0,,0.0,0,工業廠房、辦公室、宿舍、室內停車位頂樓加蓋；其他增建；,RPWNMLLLMHIGFHF78DA,360.96,47.67,23.06,無,新北市中和區建八路,,新北市中和區建八路,24.9984678,121.4899552
中和區,房地(土地+建物),新北市中和區南工路２巷１０號三樓,29.76,商,,,2023-02-19,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,Ｒ．Ｃ造,1975-03-21,91.81,3,2,1,有,無,11450000,124714.0,,0.0,0,,RPPNMLOLMHIGFHF48EA,80.01,0.0,11.8,無,新北市中和區南工路,,新北市中和區南工路,25.000037,121.5057534
中和區,房地(土地+建物),新北市中和區福祥路９號十九樓之十五,5.23,商,,,2023-02-14,土地3建物1車位0,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1998-11-20,56.64,1,1,1,有,有,9800000,173023.0,,0.0,0,,RPRNMLOLMHIGFHF68EA,32.56,0.0,4.81,有,新北市中和區福祥路,,新北市中和區福祥路,25.0036859,121.4993246
中和區,房地(土地+建物)+車位,新北市中和區中山路二段２９９號八樓之一,13.03,工,,,2023-02-10,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),商辦用,鋼筋混凝土造,2008-01-14,138.17,2,1,1,有,有,16600000,152749.0,坡道平面,39.97,1600000,,RPPNMLMLMHIGFHF18DA,56.42,1.62,10.85,有,新北市中和區中山路,新北市中和區中山路二段,新北市中和區中山路二段,25.0020168,121.4953099
中和區,房地(土地+建物),新北市中和區國光街１１２巷２弄１１號三樓,25.63,住,,,2023-02-25,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1979-10-08,80.25,3,2,2,有,無,11680000,145545.0,,0.0,0,陽台外推；,RPTPMLRJMHIGFHF09DA,80.25,0.0,0.0,無,新北市中和區國光街,,新北市中和區國光街,25.0010194,121.4703035
中和區,房地(土地+建物),新北市中和區景新街３３７之８號十四樓,6.19,商,,,2023-01-07,土地1建物1車位0,十四層,三十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,2022-02-24,88.15,3,2,1,有,有,16800000,190584.0,,0.0,0,,RPTOMLSKMHIGFHF56DA,51.42,0.0,7.66,有,新北市中和區景新街,,新北市中和區景新街,24.9912356,121.5119804
中和區,房地(土地+建物),新北市中和區中山路二段４６１號三樓,23.65,住,,,2023-04-12,土地1建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1981-02-23,75.87,2,2,2,有,無,10100000,133122.0,,0.0,0,陽台外推；,RPUNMLMKMHIGFHF58DA,75.87,0.0,0.0,無,新北市中和區中山路,新北市中和區中山路二段,新北市中和區中山路二段,25.0048164,121.4836655
中和區,房地(土地+建物)+車位,新北市中和區工專路６６號六樓,13.67,住,,,2023-04-08,土地1建物1車位1,六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,2020-11-10,135.4,2,2,1,有,有,16880000,154683.0,坡道平面,39.85,2100000,,RPXOMLTKMHIGFHF07DA,52.52,4.14,8.2,有,新北市中和區工專路,,新北市中和區工專路,24.9795888,121.5078711
