鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,道路名稱,段,分類標籤,Lat,Lng
中和區,房地(土地+建物),新北市中和區華新街１９２巷６弄２０號二樓,14.28,住,,,2023-08-07,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1990-05-11,45.76,3,2,2,有,無,2000000,43706.0,,0.0,0,,RPQNMLQKIIIGFHF38EA,41.1,0.0,4.66,無,新北市中和區華新街,,新北市中和區華新街,24.9827701,121.5073388
中和區,房地(土地+建物)+車位,新北市中和區建一路１７６號十八樓之三,60.75,工,,,2023-08-02,土地1建物1車位1,十八層,十八層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,2001-02-27,620.07,0,0,0,無,有,81612000,131617.0,坡道平面,33.75,0,土地款 57617102元建物款 23994898元,RPQNMLRKIIIGFHF48EA,406.58,0.0,0.0,有,新北市中和區建一路,,新北市中和區建一路,24.9972684,121.4879397
中和區,房地(土地+建物)+車位,新北市中和區建一路１７６號三樓之二,55.93,工,,,2023-08-02,土地1建物1車位3,三層,十八層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,2001-02-27,643.23,0,0,0,無,有,70980000,110349.0,坡道平面,101.25,0,土地款 48772767元建物款 22207233元,SPQNMLRKIIIGFHF58EA,375.93,0.0,0.0,有,新北市中和區建一路,,新北市中和區建一路,24.9972684,121.4879397
中和區,房地(土地+建物)+車位,新北市中和區建一路１７６號三樓之一,55.93,工,,,2023-08-02,土地1建物1車位4,三層,十八層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,2001-02-27,676.99,0,0,0,無,有,72780000,107505.0,坡道平面,135.0,0,土地款 49402608元建物款 23377392元,TPQNMLRKIIIGFHF68EA,375.93,0.0,0.0,有,新北市中和區建一路,,新北市中和區建一路,24.9972684,121.4879397
中和區,房地(土地+建物)+車位,新北市中和區建一路１７６號十八樓,59.54,工,,,2023-08-02,土地1建物1車位2,十八層,十八層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,2001-02-27,642.83,0,0,0,無,有,81918000,127433.0,坡道平面,67.5,0,土地款 57121675元建物款 24796325元,UPQNMLRKIIIGFHF78EA,399.0,0.0,0.0,有,新北市中和區建一路,,新北市中和區建一路,24.9972684,121.4879397
中和區,房地(土地+建物),新北市中和區景新街４１８巷２０弄１５號四樓,32.8,住,,,2023-08-22,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,1970-07-27,82.8,5,3,4,有,無,9900000,119565.0,,0.0,0,,RPTOMLRJRHIGFHF86DA,82.8,0.0,0.0,無,新北市中和區景新街,,新北市中和區景新街,24.9880589,121.5118858
中和區,房地(土地+建物),新北市中和區和平街５０號二樓,21.04,住,,,2023-08-18,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,Ｒ．Ｃ造,1975-02-20,75.35,3,2,1,有,無,12000000,159257.0,,0.0,0,,RPQOMLMLRHIGFHF88DA,69.07,0.0,6.28,無,新北市中和區和平街,,新北市中和區和平街,24.9907664,121.5087315
中和區,房地(土地+建物),新北市中和區宜安路９７號三樓,35.33,住,,,2023-08-20,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1986-06-09,134.63,4,2,2,有,無,15750000,116987.0,,0.0,0,,RPOQMLNLRHIGFHF98DA,114.11,0.0,10.97,無,新北市中和區宜安路,,新北市中和區宜安路,24.9975789,121.5105315
中和區,房地(土地+建物)+車位,新北市中和區中正路９０１號十一樓,20.84,工,,,2023-07-30,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,2008-10-24,237.65,4,2,3,有,有,26180000,118361.0,坡道平面,33.36,2000000,其他增建；,RPUPMLOJRHIGFHF76DA,146.42,0.0,7.63,有,新北市中和區中正路,,新北市中和區中正路,25.0056958,121.4838042
中和區,房地(土地+建物),新北市中和區民德路１７１巷１０號二樓,5.67,住,,,2023-07-22,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1999-10-11,63.51,1,1,1,有,有,8800000,138561.0,,0.0,0,,RPRNMLPJIIIGFHF28EA,42.35,0.0,6.1,有,新北市中和區民德路,,新北市中和區民德路,24.9994813,121.4689128
中和區,房地(土地+建物)+車位,新北市中和區圓通路３６７巷３３弄１３５號三樓,103.73,都市：其他:住宅區,,,2023-07-26,土地4建物1車位1,三層,五層,華廈(10層含以下有電梯),其他,鋼筋混凝土造,2009-09-04,154.09,2,2,2,有,有,17500000,132704.0,坡道機械,31.27,1200000,陽台外推；,RPWOMLTKRHIGFHF47DA,86.91,0.0,10.26,有,新北市中和區圓通路,,新北市中和區圓通路,24.9846032,121.4966392
中和區,房地(土地+建物)+車位,新北市中和區秀朗路三段９３號十樓,19.11,住,,,2023-07-22,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2012-10-12,138.86,2,2,2,有,有,22300000,161659.0,塔式車位,12.05,1800000,,RPROMLRKQHIGFHF66DA,72.25,5.08,10.3,有,新北市中和區秀朗路,新北市中和區秀朗路三段,新北市中和區秀朗路三段,24.9950975,121.5265415
中和區,房地(土地+建物),新北市中和區連城路８７之３號三樓,5.96,住,,,2023-07-31,土地1建物1車位0,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1994-11-28,35.25,1,1,1,有,有,6050000,171631.0,,0.0,0,,RPVOMLTKRHIGFHF37DA,24.26,0.0,0.0,有,新北市中和區連城路,,新北市中和區連城路,25.0001579,121.4968135
中和區,房地(土地+建物),新北市中和區秀朗路三段１７５巷１６號四樓之五,9.62,,,,2023-07-01,土地7建物1車位0,四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1996-01-08,91.59,3,2,2,有,有,14880000,162463.0,,0.0,0,陽台外推；其他增建；,RPOPMLMLRHIGFHF78DA,73.07,1.9,7.69,有,新北市中和區秀朗路,新北市中和區秀朗路三段,新北市中和區秀朗路三段,24.9915306,121.5247708
中和區,房地(土地+建物)+車位,新北市中和區連城路９９巷３號十三樓之一,17.96,住,,,2023-07-19,土地1建物1車位1,十三層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1999-01-14,164.14,4,1,2,有,有,22880000,143317.0,坡道機械,14.96,1500000,,RPTNMLMJIIIGFHF08DA,88.87,2.93,13.72,有,新北市中和區連城路,,新北市中和區連城路,24.9995839,121.4968134
中和區,房地(土地+建物)+車位,新北市中和區國光街２１５巷８弄５號九樓,10.49,住,,,2023-07-28,土地1建物1車位1,九層,二十四層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2022-11-28,119.3,2,1,1,有,無,17300000,189698.0,坡道平面,39.7,2200000,本案土地建物有拆價，主建物包含土地應有持份價款為新台幣壹仟伍佰壹拾萬元整，車位包含土地應有持份價款為新台幣貳佰貳拾萬元整。其中主建物之土地部分價款為新台幣柒佰玖拾伍萬捌仟玖佰參拾陸元整，主建物之建物部分價款新台幣柒佰壹拾肆萬壹仟零陸拾肆元整,RPUOMLOJIIIGFHF48DA,42.59,6.12,4.38,有,新北市中和區國光街,,新北市中和區國光街,25.0008867,121.466795
中和區,房地(土地+建物),新北市中和區景平路１５９巷３０號五樓,6.66,商,,,2023-07-15,土地2建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2021-02-08,68.11,2,2,1,有,有,13350000,196006.0,,0.0,0,,RPQOMLPKRHIGFHF09DA,38.96,4.35,2.54,有,新北市中和區景平路,,新北市中和區景平路,24.9923191,121.512469
中和區,房地(土地+建物)+車位,新北市中和區南華路６７號十六樓之二,17.34,住,,,2023-07-25,土地1建物1車位1,十六層,二十三層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2016-10-07,220.47,4,2,2,有,有,38000000,193482.0,坡道平面,36.99,2500000,本案買賣總價款金額為新台幣參仟捌佰萬元整，雙方合意拆算土地、建物及車位價格，土地買賣總價為新台幣壹仟伍佰玖拾柒萬伍仟元整，建物買賣總價為新台幣壹仟玖佰伍拾貳萬伍仟元整，車位買賣價格如下：車位土地買賣總價為新台幣壹佰壹拾貳萬伍仟元整，車位建物買賣總價為新台幣壹佰參拾柒萬伍仟元整。,RPQNMLRKIIIGFHF38DA,113.5,8.34,12.02,有,新北市中和區南華路,,新北市中和區南華路,24.9974509,121.5046631
中和區,房地(土地+建物)+車位,新北市中和區連城路５７１號六樓之一,9.26,住,,,2023-06-11,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2000-04-19,86.99,2,1,1,有,有,12800000,165277.0,升降機械,18.62,1500000,陽台外推；,RPSNMLPJIIIGFHF28DA,50.0,0.0,4.56,有,新北市中和區連城路,,新北市中和區連城路,24.9943439,121.4792143
中和區,房地(土地+建物)+車位,新北市中和區環河西路三段６７號七樓,35.46,住,,,2023-06-25,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2017-12-07,169.76,3,2,2,有,有,27400000,161404.0,坡道平面,42.0,0,,RPURMLQKIIIGFHF09DA,73.18,0.0,8.92,有,新北市中和區環河西路,新北市中和區環河西路三段,新北市中和區環河西路三段,25.0076256,121.4936393
中和區,房地(土地+建物),新北市中和區水源路１３２巷７號十八樓之８,8.78,住,,,2023-05-31,土地1建物1車位0,十八層,二十六層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2016-03-29,74.35,2,2,1,有,有,16000000,215198.0,,0.0,0,,RPQNMLKMRHIGFHF68DA,37.66,7.31,3.91,有,新北市中和區水源路,,新北市中和區水源路,25.0028581,121.5079171
中和區,房地(土地+建物),新北市中和區德光路１５巷４號五樓,30.46,住,,,2023-04-10,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1985-02-06,100.8,5,4,3,有,無,11580000,114881.0,,0.0,0,,RPQPMLRKIIIGFHF68EA,89.76,0.0,11.04,無,新北市中和區德光路,,新北市中和區德光路,25.0040959,121.4711156
中和區,房地(土地+建物),新北市中和區連城路２５７之２號四樓,11.45,住,,,2022-11-19,土地2建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,76.74,2,1,1,有,有,11800000,153766.0,,0.0,0,,RPURMLNJIIIGFHF68DA,46.63,0.0,2.94,有,新北市中和區連城路,,新北市中和區連城路,24.9963746,121.4927991
中和區,房地(土地+建物),新北市中和區連城路２５７之１號六樓,11.64,住,,,2022-11-04,土地2建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,77.93,2,1,1,有,有,12450000,159759.0,,0.0,0,,RPSPMLOJIIIGFHF38DA,47.42,0.0,2.94,有,新北市中和區連城路,,新北市中和區連城路,24.9963746,121.4927991
中和區,房地(土地+建物),新北市中和區連城路２５９之１號九樓,8.12,住,,,2022-10-07,土地2建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,55.89,2,0,1,有,有,9280000,166040.0,,0.0,0,移轉日期民國112年4月7日金額9280000元,RPVPMLNJIIIGFHF58DA,33.08,0.0,3.03,有,新北市中和區連城路,,新北市中和區連城路,24.9964097,121.4922497
中和區,房地(土地+建物),新北市中和區連城路２５７號十五樓,10.53,住,,,2022-08-06,土地2建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,71.17,2,1,1,有,有,12220000,171702.0,,0.0,0,,RPVPMLOJIIIGFHF68DA,42.97,0.0,3.01,有,新北市中和區連城路,,新北市中和區連城路,24.9965338,121.4927237
中和區,房地(土地+建物),新北市中和區連城路２５５號十一樓,20.21,住,,,2022-03-26,土地2建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,137.87,4,1,2,有,有,22050000,159933.0,,0.0,0,,RPURMLOJIIIGFHF78DA,82.31,0.0,6.77,有,新北市中和區連城路,,新北市中和區連城路,24.9962783,121.4913119
中和區,房地(土地+建物)+車位,新北市中和區連城路２５５號十樓,20.27,住,,,2022-03-13,土地2建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,142.34,4,1,2,有,有,23070000,156898.0,坡道機械,4.47,1440000,,RPVRMLOJIIIGFHF88DA,82.5,0.0,6.77,有,新北市中和區連城路,,新北市中和區連城路,24.9962783,121.4913119
中和區,房地(土地+建物),新北市中和區連城路２５５之２號十二樓,7.66,住,,,2022-01-13,土地2建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,54.07,1,0,1,有,有,8930000,165156.0,,0.0,0,,RPTQMLOJIIIGFHF58DA,31.12,0.0,3.81,有,新北市中和區連城路,,新北市中和區連城路,24.9962783,121.4913119
中和區,房地(土地+建物),新北市中和區連城路２５７之２號十四樓,11.45,住,,,2021-12-09,土地2建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,76.74,2,1,1,有,有,13000000,169403.0,,0.0,0,轉讓日期112年7月6日金額13000000元整,RPORMLNJIIIGFHF08DA,46.63,0.0,2.94,有,新北市中和區連城路,,新北市中和區連城路,24.9963746,121.4927991
中和區,房地(土地+建物),新北市中和區連城路２５９號十二樓,10.36,住,,,2021-12-09,土地2建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,70.01,2,1,1,有,有,11000000,157120.0,,0.0,0,,RPVOMLOJIIIGFHF58DA,42.21,0.0,3.01,有,新北市中和區連城路,,新北市中和區連城路,24.9963386,121.4922731
中和區,房地(土地+建物),新北市中和區連城路２５９號十三樓,10.36,住,,,2021-12-09,土地2建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,70.01,2,1,1,有,有,11000000,157120.0,,0.0,0,,RPWOMLOJIIIGFHF68DA,42.21,0.0,3.01,有,新北市中和區連城路,,新北市中和區連城路,24.9963386,121.4922731
中和區,房地(土地+建物),新北市中和區連城路２５５之２號十四樓,7.66,住,,,2021-12-26,土地2建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,54.07,1,0,1,有,有,9250000,171075.0,,0.0,0,,RPSQMLOJIIIGFHF48DA,31.12,0.0,3.81,有,新北市中和區連城路,,新北市中和區連城路,24.9962783,121.4913119
中和區,房地(土地+建物),新北市中和區連城路２５９之１號十四樓,8.12,住,,,2021-12-09,土地2建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,55.89,2,0,1,有,有,9560000,171050.0,,0.0,0,,RPQPMLNJIIIGFHF08DA,33.08,0.0,3.03,有,新北市中和區連城路,,新北市中和區連城路,24.9964097,121.4922497
中和區,房地(土地+建物),新北市中和區連城路２５７號十四樓,10.53,住,,,2021-11-18,土地2建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,71.17,2,1,1,有,有,12080000,169734.0,,0.0,0,,RPUPMLOJIIIGFHF58DA,42.97,0.0,3.01,有,新北市中和區連城路,,新北市中和區連城路,24.9965338,121.4927237
中和區,房地(土地+建物),新北市中和區連城路２５５之１號十三樓,11.01,住,,,2021-11-22,土地2建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,73.96,2,1,1,有,有,12330000,166712.0,,0.0,0,,RPXQMLOJIIIGFHF98DA,44.84,0.0,2.94,有,新北市中和區連城路,,新北市中和區連城路,24.9962783,121.4913119
中和區,房地(土地+建物),新北市中和區連城路２５５之１號九樓,11.01,住,,,2021-11-13,土地2建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,73.96,2,1,1,有,有,11610000,156977.0,,0.0,0,,RPXRMLOJIIIGFHF09DA,44.84,0.0,2.94,有,新北市中和區連城路,,新北市中和區連城路,24.9962783,121.4913119
中和區,房地(土地+建物),新北市中和區連城路２５５之２號九樓,7.66,住,,,2021-11-14,土地2建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,54.07,1,0,1,有,有,8480000,156834.0,,0.0,0,,RPPSMLOJIIIGFHF38DA,31.12,0.0,3.81,有,新北市中和區連城路,,新北市中和區連城路,24.9962783,121.4913119
中和區,房地(土地+建物)+車位,新北市中和區連城路２５９之２號九樓,8.27,住,,,2021-11-02,土地2建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,60.93,1,0,1,有,有,10330000,156925.0,升降機械,4.47,1470000,,RPTOMLPJIIIGFHF48DA,33.64,0.0,3.03,有,新北市中和區連城路,,新北市中和區連城路,24.9964097,121.4922497
中和區,房地(土地+建物),新北市中和區連城路２５７之２號十五樓,11.45,住,,,2021-10-22,土地2建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,76.74,2,1,1,有,有,13220000,172270.0,,0.0,0,,RPWQMLNJIIIGFHF78DA,46.63,0.0,2.94,有,新北市中和區連城路,,新北市中和區連城路,24.9963746,121.4927991
中和區,房地(土地+建物),新北市中和區連城路２５７之１號十五樓,11.64,住,,,2021-10-17,土地2建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,77.93,2,1,1,有,有,13430000,172334.0,,0.0,0,,RPWRMLNJIIIGFHF88DA,47.42,0.0,2.94,有,新北市中和區連城路,,新北市中和區連城路,24.9963746,121.4927991
中和區,房地(土地+建物),新北市中和區連城路２５９之２號七樓,8.21,住,,,2021-10-02,土地2建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,56.46,1,0,1,有,有,8530000,151080.0,,0.0,0,,RPQOMLPJIIIGFHF18DA,33.45,0.0,3.03,有,新北市中和區連城路,,新北市中和區連城路,24.9964097,121.4922497
中和區,房地(土地+建物)+車位,新北市中和區連城路２５７號七樓,10.59,住,,,2021-09-11,土地2建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,75.64,2,1,1,有,有,12210000,151068.0,坡道機械,4.47,1460000,,RPOQMLOJIIIGFHF08DA,43.16,0.0,3.01,有,新北市中和區連城路,,新北市中和區連城路,24.9965338,121.4927237
中和區,房地(土地+建物),新北市中和區連城路２５５之２號六樓,7.66,住,,,2021-09-26,土地2建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,54.07,1,0,1,有,有,8010000,148141.0,,0.0,0,,RPWQMLOJIIIGFHF88DA,31.12,0.0,3.81,有,新北市中和區連城路,,新北市中和區連城路,24.9962783,121.4913119
中和區,房地(土地+建物)+車位,新北市中和區連城路２５５之１號二樓,19.43,住,,,2021-09-17,土地2建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,140.9,2,1,1,有,有,20628000,140204.0,坡道機械,4.47,1500000,,RPRRMLOJIIIGFHF48DA,82.2,0.0,6.12,有,新北市中和區連城路,,新北市中和區連城路,24.9962783,121.4913119
中和區,房地(土地+建物)+車位,新北市中和區連城路２５７之２號七樓,11.5,住,,,2021-09-16,土地2建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,81.21,2,1,1,有,有,13050000,150508.0,坡道機械,4.47,1500000,,RPTRMLNJIIIGFHF58DA,46.82,0.0,2.94,有,新北市中和區連城路,,新北市中和區連城路,24.9963746,121.4927991
中和區,房地(土地+建物)+車位,新北市中和區連城路２５５號四樓,20.27,住,,,2021-08-18,土地2建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,142.34,4,1,2,有,有,20690000,139199.0,升降機械,4.47,1500000,,RPXNMLNJIIIGFHF58DA,82.5,0.0,6.77,有,新北市中和區連城路,,新北市中和區連城路,24.9962783,121.4913119
中和區,房地(土地+建物),新北市中和區連城路２５９之１號七樓,8.12,住,,,2021-08-11,土地2建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,55.89,2,0,1,有,有,8400000,150295.0,,0.0,0,轉讓日期民國112年3月31日金額8400000元整,RPWPMLNJIIIGFHF68DA,33.08,0.0,3.03,有,新北市中和區連城路,,新北市中和區連城路,24.9964097,121.4922497
中和區,房地(土地+建物),新北市中和區連城路２５９號十樓,10.36,住,,,2021-08-05,土地2建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,70.01,2,1,1,有,有,11000000,157120.0,,0.0,0,,RPPQMLNJIIIGFHF08DA,42.21,0.0,3.01,有,新北市中和區連城路,,新北市中和區連城路,24.9963386,121.4922731
中和區,房地(土地+建物),新北市中和區連城路２５９之１號十二樓,8.12,住,,,2021-08-12,土地2建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,55.89,2,0,1,有,有,9230000,165146.0,,0.0,0,,RPSPMLNJIIIGFHF28DA,33.08,0.0,3.03,有,新北市中和區連城路,,新北市中和區連城路,24.9964097,121.4922497
中和區,房地(土地+建物)+車位,新北市中和區連城路２５７之２號十三樓,11.5,住,,,2021-08-27,土地2建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,81.21,2,1,1,有,有,14230000,165885.0,坡道機械,4.47,1500000,轉讓日期民國112年3月25日金額14230000元,RPQRMLNJIIIGFHF28DA,46.82,0.0,2.94,有,新北市中和區連城路,,新北市中和區連城路,24.9963746,121.4927991
中和區,房地(土地+建物)+車位,新北市中和區連城路２５９之２號十二樓,8.27,住,,,2021-08-13,土地2建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,60.93,1,0,1,有,有,10790000,164541.0,升降機械,4.47,1500000,,RPUOMLPJIIIGFHF58DA,33.64,0.0,3.03,有,新北市中和區連城路,,新北市中和區連城路,24.9964097,121.4922497
中和區,房地(土地+建物)+車位,新北市中和區連城路２６１巷１９號十樓,10.8,住,,,2021-06-02,土地2建物1車位1,十層,十層,華廈(10層含以下有電梯),其他,鋼筋混凝土構造,2023-06-28,80.78,2,1,1,有,有,14520000,170620.0,升降機械,4.47,1500000,,RPPPMLPJIIIGFHF18DA,44.28,0.0,5.2,有,新北市中和區連城路,,新北市中和區連城路,24.9961104,121.4928243
中和區,房地(土地+建物),新北市中和區連城路２６１巷２３號五樓,13.9,住,,,2021-05-10,土地2建物1車位0,五層,十層,華廈(10層含以下有電梯),其他,鋼筋混凝土構造,2023-06-28,97.1,3,1,2,有,有,15280000,157364.0,,0.0,0,轉讓日期112年2月18日金額15280000,RPSPMLPJIIIGFHF48DA,56.7,0.0,6.04,有,新北市中和區連城路,,新北市中和區連城路,24.9961186,121.4928218
中和區,房地(土地+建物),新北市中和區連城路２５７號十一樓,10.53,住,,,2021-04-09,土地2建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,71.17,2,1,1,有,有,11400000,160180.0,,0.0,0,,RPPPMLOJIIIGFHF08DA,42.97,0.0,3.01,有,新北市中和區連城路,,新北市中和區連城路,24.9965338,121.4927237
中和區,房地(土地+建物),新北市中和區連城路２５７之２號九樓,11.45,住,,,2021-03-06,土地2建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,76.74,2,1,1,有,有,11880000,154808.0,,0.0,0,,RPRRMLNJIIIGFHF38DA,46.63,0.0,2.94,有,新北市中和區連城路,,新北市中和區連城路,24.9963746,121.4927991
中和區,房地(土地+建物),新北市中和區連城路２５７號九樓,10.53,住,,,2021-03-07,土地2建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,71.17,2,1,1,有,有,10990000,154419.0,,0.0,0,轉讓日期民國112年03月06日金額新台幣1099萬元整,RPWPMLOJIIIGFHF78DA,42.97,0.0,3.01,有,新北市中和區連城路,,新北市中和區連城路,24.9965338,121.4927237
中和區,房地(土地+建物),新北市中和區連城路２５９之１號十一樓,8.12,住,,,2021-02-03,土地2建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,55.89,2,0,1,有,有,8970000,160494.0,,0.0,0,轉讓日期民國112年3月5日金額8970000元整,RPTPMLNJIIIGFHF38DA,33.08,0.0,3.03,有,新北市中和區連城路,,新北市中和區連城路,24.9964097,121.4922497
中和區,房地(土地+建物),新北市中和區連城路２５９號八樓,10.36,住,,,2021-02-03,土地2建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,70.01,2,1,1,有,有,10600000,151407.0,,0.0,0,,RPRQMLNJIIIGFHF28DA,42.21,0.0,3.01,有,新北市中和區連城路,,新北市中和區連城路,24.9963386,121.4922731
中和區,房地(土地+建物),新北市中和區連城路２５９號九樓,10.36,住,,,2021-01-03,土地2建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,70.01,2,1,1,有,有,10680000,152550.0,,0.0,0,,RPQQMLNJIIIGFHF18DA,42.21,0.0,3.01,有,新北市中和區連城路,,新北市中和區連城路,24.9963386,121.4922731
中和區,房地(土地+建物),新北市中和區連城路２５７之２號八樓,11.45,住,,,2021-01-25,土地2建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,76.74,2,1,1,有,有,11650000,151811.0,,0.0,0,,RPSRMLNJIIIGFHF48DA,46.63,0.0,2.94,有,新北市中和區連城路,,新北市中和區連城路,24.9963746,121.4927991
中和區,房地(土地+建物),新北市中和區連城路２５５之２號七樓,7.66,住,,,2021-01-03,土地2建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,54.07,1,0,1,有,有,7980000,147586.0,,0.0,0,,RPUQMLOJIIIGFHF68DA,31.12,0.0,3.81,有,新北市中和區連城路,,新北市中和區連城路,24.9962783,121.4913119
中和區,房地(土地+建物),新北市中和區連城路２５７之１號十一樓,11.64,住,,,2020-12-28,土地2建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,77.93,2,1,1,有,有,12500000,160400.0,,0.0,0,,RPXOMLOJIIIGFHF78DA,47.42,0.0,2.94,有,新北市中和區連城路,,新北市中和區連城路,24.9963746,121.4927991
中和區,房地(土地+建物),新北市中和區連城路２５７之１號九樓,11.64,住,,,2020-12-24,土地2建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土構造,2023-06-28,77.93,2,1,1,有,有,12000000,153984.0,,0.0,0,,RPOPMLOJIIIGFHF97DA,47.42,0.0,2.94,有,新北市中和區連城路,,新北市中和區連城路,24.9963746,121.4927991
